,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103461063040791,0.130786101812305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2,2026-Q3,2026-Q4,2027-Q1,2027-Q2,2027-Q3,2027-Q4,2028-Q1,2028-Q2,2028-Q3,2028-Q4,,,,,,2009-FY,2010-FY,2011-FY,2012-FY,2013-FY,2014-FY,2015-FY,2016-FY,2017-FY,2018-FY,2019-FY,2020-FY,2021-FY,2022-FY,2023-FY,2024-FY,2025-FY,2026-FY,2027-FY,2028-FY,2029-FY,2030-FY,2031-FY,2032-FY,2033-FY,2034-FY,2035-FY
,,,,,,,,Period-to-period addition,,,,,NA,38.6174339046053,68.8850068710574,80.3091082491382,-100.194521372366,23.7978249004831,120.707770799961,121.135063619521,-188.487082634188,49.233538293659,150.689078202782,206.845277301656,-241.365859941073,91.2147697411092,210.182205703864,211.408483329654,-384.901318300493,34.9594842522758,295.244750755389,242.26355700689,-399.882496957174,34.1628355407175,367.440396535044,162.934009825141,-422.77758764341,204.955457533551,147.230462163723,264.458478137238,-577.70098501542,75.9903943869074,444.668971615097,671.69517676105,-826.74396411968,346.090298377168,284.603394477677,511.778346728064,-1033.1810676849,395.786063870776,-41.0917383567339,172.816759397852,-556.201339627385,272.726895744991,-4.13520207552097,390.198544376732,-556.028812513885,170.039755708814,-23.0311684428732,440.140819923485,-557.358470908281,299.800985138277,-47.3452479093082,440.351057602481,-504.502541516261,365.771792226219,-277.971305765678,341.903730072879,-310.489298784945,360.238332039852,-123.064915033468,248.189062665538,,,,,,,,,,,111.626466662666,271.885718836101,466.6137522409,394.806892647441,450.480766825564,530.594275410416,911.10129080061,543.830869210322,753.012978472408,740.521082577921,770.992179362997,1792.69404223645,-404.100668926192,-192.643665698013,115.134624832786,460.029512159094,391.429991282239,676.357404491878,378.6086418962,326.560613109128,285.793221180713,244.654397925427,203.529909867837,162.715428963797,122.427822442101,82.813285995604
,,,,,,,,% change Y/Y,,,,,NA,NA,NA,NA,0.353880256300764,0.254352413660518,0.350951897987889,0.379985640774285,0.230167301548782,0.285760592766978,0.276354499555526,0.363288410391262,0.401110682770343,0.449276715253415,0.435871197500517,0.331376301387835,0.221378551939895,0.107102138468701,0.178251469691658,0.171989776841772,0.24457070693046,0.23195068310115,0.235535517491725,0.128824316365757,0.161411219947514,0.342555182034116,0.0721506401387597,0.134369501034044,0.0381793970701301,-0.0734890614305298,0.151156750995398,0.375554610640249,0.345256135082818,0.560124478003757,0.301114645925803,0.14024198940067,0.0767188277198547,0.089789763077867,-0.0811130881338364,-0.196985838629189,-0.0187046577793054,-0.0786412218240763,-0.0607835940424085,0.0497674047389154,0.0682724904859202,4.17828880008297e-05,-0.0106111910621474,0.0143813425463482,0.0185275388705,0.0897385368672414,0.077061552043838,0.0617055071697963,0.114979637288438,0.13123743621487,0.0125115478181332,-0.032095052711578,0.0652866631475033,0.0518668455624871,0.140341006524158,0.0775240978260054,,,,,,,,,,,1.40664550008343,1.42361238028324,1.00809098710753,0.424759926277878,0.340167934419481,0.298965074743267,0.395209234933716,0.169077156653559,0.200253616039378,0.164074961046121,0.146748579973848,0.297551332068088,-0.051691691666669,-0.0259858156939686,0.0159449179581217,0.0627092880823634,0.0502094886569016,0.0826098838148528,0.0427143987369829,0.035333137770674,0.029866904468371,0.0248261979850664,0.0201527913643864,0.0157932126034912,0.0116981332692472,0.0078214182184646
,,,,,,,,% change Q/Q,,,,,NA,0.155973647748592,0.240682541881325,0.226164280800073,-0.230120085473435,0.0709945199609174,0.336229289712707,0.252516172673972,-0.313702208931419,0.119394530403658,0.326453988368416,0.337826428808514,-0.294661966390586,0.157875996554633,0.314184556104498,0.240466697699975,-0.352936697746548,0.0495411024135093,0.398642303065138,0.233874368599344,-0.312864286508993,0.0388986908184568,0.402712190843048,0.127306638212213,-0.293028050773744,0.200934515709097,0.120191403279392,0.192726302467768,-0.352976511335893,0.0717598215204656,0.391797811133334,0.425227418570727,-0.367228090447862,0.242944513307927,0.160733352860511,0.249009187766948,-0.402479969164139,0.258033361917967,-0.0212950036365466,0.091507619171745,-0.269821565609927,0.18119390908166,-0.00232590066916805,0.219984141420985,-0.256950129063121,0.105750895295603,-0.0129536528019,0.250801646511858,-0.253912976747399,0.183060169502476,-0.0244360140657292,0.232968528083377,-0.216475912619754,0.200310667816882,-0.126823627143191,0.178649607260758,-0.13764490730279,0.185189901956678,-0.053379400541724,0.113722428160105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of YouTube Ad revenue,,,,,0.767634854771784,0.77281235216564,0.763960196445976,0.766119542493297,0.667341622349531,0.639116280155422,0.666753224324308,0.680870446258518,0.548851689995322,0.546975543312448,0.569013920906022,0.619932301398591,0.527064489256296,0.534143920574333,0.549818812808608,0.552067035594444,0.447341921972356,0.436286245549087,0.473994791125247,0.475570088467787,0.406196445151074,0.388571057780055,0.421041219188328,0.400218805225415,0.337193786841061,0.339985196427355,0.36072479623856,0.346969599963689,0.26224730510483,0.297729541553045,0.313602140959957,0.326987532429391,0.237229841241745,0.252878533995122,0.285254530119573,0.297351701174515,0.223301232865727,0.262894037115185,0.267083933541044,0.258868171978723,0.224886585064872,0.231949485920963,0.223058049233986,0.235212625204934,0.198754924520582,0.205236880420215,0.196719642039844,0.209593883945472,0.183456735258502,0.197786776315938,0.184209532490169,0.20473733378583,0.183053747871229,0.203670264141435,0.176020116584753,0.178718113802367,0.175360637022568,0.193094241961522,0.176168254741079,0.177405578803679,,,,,,,,,,0.976095617529881,0.953011250827267,0.936066301613142,0.88587806149036,0.767257265628126,0.665713955054878,0.57741275851293,0.543042983898511,0.46138607788857,0.404599687428441,0.346810389850299,0.304714888489034,0.271018090394925,0.253510793985413,0.229158123859645,0.202946499229541,0.193126480040858,0.185103571451619,0.180445078986709,0.169704118630541,0.159565987509476,0.150159818480736,0.14141739916226,0.133275627975745,0.125676399343534,0.118566408995039,0.111896872340203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Gross YouTube revenue - mobile contribution,,,,,74.946003912206,84.1377272863784,109.712295162588,132.918931793946,167.094705846184,202.715565207685,239.762636209502,281.621986129722,338.954142430422,382.30813314415,463.758986611711,502.190454905369,518.426543065117,583.451270222378,719.838743289435,884.858422783657,871.798813274061,956.942651462995,1149.53430739756,1409.44887392493,1283.88344906328,1435.71311352256,1759.88271698752,2162.21120716238,2004.98879480579,2378.03333727224,2431.80287510852,3080.34439697128,2979.0453819867,2677.05498759979,3457.38601598469,4633.69083922365,4580.43480334332,5231.34450496616,5149.74111048848,6065.96276376042,5335.14383144532,5410.35776757454,5182.44950593128,5901.63274653343,5187.83408616081,5887.10719041582,6178.24239249134,7036.04384811461,6482.07266062849,6885.03290491968,7166.06407336255,8277.92325343907,7289.28172434735,7858.48073920907,8370.82598711838,9052.4749295159,8149.31285860573,8569.68983769133,8958.92864819688,10365.9750927116,9147.54528802004,9634.164447365,10205.8078135314,11270.2089364378,,,,,,,,,,1.94342454264062,9.4165213793437,31.6141143189957,119.739208433854,401.714958155118,891.194893393093,1687.21171709165,2706.57497936059,4387.72464605955,6641.69048673575,9895.16940415783,13747.1772247948,21027.4831825584,21829.5838514846,24289.2275171826,28811.0928923498,32571.0633801907,36043.9064372055,40257.7264853543,45219.1190271486,50399.3582342659,55773.2996863952,61315.7816448882,67002.1170369062,72808.4913484338,78712.2704116536,84692.2253900273
,,,,,,,,Period-to-period addition,,,,,NA,9.19172337417241,25.5745678762092,23.2066366313583,34.1757740522386,35.6208593615003,37.0470710018168,41.8593499202203,57.3321563007,43.3539907137282,81.4508534675612,38.4314682936579,16.2360881597477,65.0247271572608,136.387473067057,165.019679494222,-13.0596095095954,85.1438381889334,192.591655934564,259.914566527374,-125.565424861651,151.829664459282,324.169603464956,402.328490174859,-157.22241235659,373.04454246645,53.7695378362769,648.541521862762,-101.29901498458,-301.990394386907,780.331028384903,1176.30482323895,-53.2560358803203,650.909701622832,-81.6033944776764,916.221653271936,-730.818932315096,75.2139361292238,-227.908261643266,719.183240602149,-713.798660372615,699.273104255009,291.135202075521,857.801455623267,-553.971187486114,402.960244291186,281.031168442873,1111.85918007652,-988.641529091719,569.199014861722,512.345247909309,681.648942397518,-903.162070910165,420.376979085598,389.238810505545,1407.04644451468,-1218.42980469152,486.619159344958,571.643366166416,1064.40112290641,,,,,,,,,,,7.47309683670308,22.197592939652,88.1250941148578,281.975749721264,489.479935237975,796.01682369856,1019.36326226893,1681.14966669896,2253.9658406762,3253.47891742208,3852.007820637,7280.30595776355,802.100668926192,2459.64366569802,4521.86537516721,3759.9704878409,3472.8430570148,4213.82004814879,4961.39254179426,5180.23920711737,5373.94145212933,5542.481958493,5686.33539201797,5806.37431152759,5903.77906321976,5979.9549783737
,,,,,,,,% change Y/Y,,,,,NA,NA,NA,NA,1.22953455986692,1.40933017500823,1.18537617733898,1.11874999542051,1.02851515081776,0.885933784869803,0.934242106874754,0.783207560627203,0.529488736581928,0.526128323308221,0.55218284512108,0.76199769258935,0.681624571380326,0.640141517042655,0.596933088297736,0.592852413034594,0.472683180470993,0.500312595877731,0.53095275683571,0.534082751892382,0.561659507542234,0.656342980275262,0.381798259415352,0.424626968340354,0.485816474238829,0.125743254159149,0.421737777915248,0.504276873644285,0.537551200475058,0.954141595595877,0.489489772527407,0.309099586966994,0.164767988303452,0.0342193603266712,0.0063514640330522,-0.0270905087332118,-0.0276112041096747,0.088117910741234,0.192147146908115,0.192219873770954,0.249475706619112,0.169510369393049,0.159887168245738,0.176502510804738,0.12452946857905,0.14138608307795,0.168120449583214,0.0935683567439505,0.117985717493363,0.090502111296622,0.0702562282364381,0.145098459086912,0.122492834271317,0.124213901533738,0.139177262627881,0.0872309489111209,,,,,,,,,,, ,2.35730287708422,2.78752373783588,2.35491576576635,1.2184757507809,0.893201733537592,0.604170331406939,0.621135449606544,0.513698106078831,0.489857051291335,0.389281644740558,0.529585516991268,0.038145348255064,0.112674784935524,0.186167525170093,0.130504264516786,0.106623570022185,0.116907973210117,0.123240753389271,0.114558605266221,0.106627180194443,0.0993751847148641,0.0927385289638891,0.0866595649258264,0.08108640838287,0.0759723350260311
,,,,,,,,% change Q/Q,,,,,NA,0.122644609376904,0.303960764107181,0.211522661128977,0.257117429330674,0.213177665810013,0.182753953619011,0.174586626932331,0.203578410509084,0.127905180337566,0.213050276481693,0.0828694848038281,0.0323305391433757,0.125427079355953,0.233759835701573,0.229245342839056,-0.0147589819719537,0.0976645493117543,0.201257259920566,0.226104227472599,-0.0890883147197705,0.118258136725773,0.225789957904331,0.228610967248741,-0.0727137163269649,0.186058168221625,0.0226109268501484,0.266691650257146,-0.0328856134022487,-0.101371532039405,0.291488606696322,0.340229531154602,-0.011493221651629,0.142106531272473,-0.0155989333908729,0.177916060946417,-0.120478638062401,0.0140978272574233,-0.0421244345446378,0.138772840869756,-0.120949352667174,0.134790953727762,0.0494530153195594,0.138842311636362,-0.0787333335954916,0.0621653389877483,0.0408176943122616,0.155156187370621,-0.119431105945684,0.0780871197446666,0.0651964756181198,0.0814315031093094,-0.0997696296253056,0.0515843466043491,0.0454204081918566,0.157055212712055,-0.117541263006527,0.0531966931043515,0.0593350226985967,0.104293667130903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of YouTube Ad revenue,,,,,0.232365145228216,0.22718764783436,0.236039803554024,0.233880457506703,0.332658377650469,0.360883719844578,0.333246775675692,0.319129553741482,0.451148310004678,0.453024456687552,0.430986079093978,0.380067698601409,0.472935510743704,0.465856079425667,0.450181187191392,0.447932964405556,0.552658078027644,0.563713754450913,0.526005208874753,0.524429911532213,0.593803554848926,0.611428942219945,0.578958780811672,0.599781194774585,0.662806213158939,0.660014803572645,0.63927520376144,0.653030400036311,0.737752694895171,0.702270458446955,0.686397859040043,0.673012467570609,0.762770158758256,0.747121466004878,0.714745469880427,0.702648298825485,0.776698767134273,0.737105962884815,0.732916066458956,0.741131828021277,0.775113414935128,0.768050514079037,0.776941950766014,0.764787374795066,0.801245075479418,0.794763119579785,0.803280357960156,0.790406116054528,0.816543264741498,0.802213223684062,0.815790467509831,0.79526266621417,0.816946252128771,0.796329735858565,0.823979883415247,0.821281886197633,0.824639362977432,0.806905758038478,0.823831745258921,0.822594421196321,,,,,,,,,,0.0239043824701195,0.0469887491727333,0.063933698386858,0.11412193850964,0.232742734371875,0.334286044945123,0.42258724148707,0.456957016101489,0.538371122215895,0.59540031257156,0.653189610149701,0.695285111510966,0.728981909605075,0.746489206014587,0.770841876140355,0.797053500770459,0.806873519959142,0.814896428548381,0.819554921013291,0.830295881369459,0.840434012490524,0.849840181519264,0.85858260083774,0.866724372024255,0.874323600656466,0.881433591004961,0.888103127659797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Subscription Revenue,,,,,,,,,,,,,,,,,,,,,127.083910569851,142.969399391082,174.740377033545,190.625865854776,230.196621989798,292.300946387758,357.256712251704,419.361036649663,532.325,630,770,867.675,1029.16534343119,1184.46457501133,1309.14505659147,1464.44428817161,1884.76225688315,1964.46663563359,2065.20851438403,2144.91289313448,2316.2222015663,2415.21698273205,2539.0742638978,2638.06904506354,3534.09098006844,3725.122924937,3916.15486980556,4107.18681467413,4578.09320920912,4774.90164921662,5019.7684004585,5216.576840466,6141.42824467241,6400.82645747137,6729.07396811093,6988.4721809099,7470.18080901869,7786.88930845377,8186.21696529755,8502.92546473263,8740.32612600927,9110.0158186598,9577.19611705261,9946.88580970315,,,,,,,,,,,,,,,,,,635.419552849253,1299.11531727892,2800,4987.21926320561,8059.35030003526,9908.5824932597,15282.5555894851,19589.3400993502,26259.8008511646,31946.2125475026,37374.4238714248,42792.8789618066,47884.5855955048,52653.3542511567,57132.5118742298,61335.9086413587,65284.4251154338,69000.6582313143,72506.1622786385
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,127.083910569851,15.8854888212313,31.7709776424627,15.8854888212313,39.570756135022,62.1043243979596,64.9557658639462,62.1043243979595,112.963963350337,97.675,140,97.675,161.490343431192,155.29923158014,124.68048158014,155.29923158014,420.31796871154,79.7043787504406,100.741878750441,79.7043787504408,171.30930843183,98.9947811657462,123.857281165746,98.9947811657462,896.021935004892,191.031944868563,191.031944868564,191.031944868564,470.906394534992,196.808440007503,244.866751241877,196.808440007504,924.851404206404,259.398212798968,328.247510639558,259.398212798968,481.708628108794,316.708499435075,399.327656843781,316.708499435075,237.400661276644,369.689692650534,467.180298392808,369.689692650536,,,,,,,,,,,,,,,,,,,663.695764429669,1500.88468272108,2187.21926320561,3072.13103682965,1849.23219322444,5373.97309622543,4306.78450986512,6670.46075181437,5686.41169633802,5428.2113239222,5418.45509038179,5091.70663369821,4768.76865565185,4479.15762307316,4203.39676712889,3948.51647407509,3716.23311588049,3505.50404732421
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.811375027393985,1.04450006527754,1.04450006527754,1.19991675719991,1.31247963327451,1.15531289852295,1.15531289852295,1.06904057404089,0.93334024032535,0.880102500017987,0.70018838518373,0.687779742612859,0.831350296541699,0.658527132915561,0.577524586741419,0.464659946751843,0.228920089580243,0.229451770227229,0.229451770227229,0.229918964778282,0.525799630829274,0.542355387350417,0.542355387350417,0.556891326388767,0.295408984949354,0.281810492011449,0.281810492011449,0.270109463204414,0.341481696422987,0.340514826838686,0.340514826838686,0.33966629738854,0.216358884515008,0.216544357231325,0.216544357231324,0.216707349563427,0.17002872480103,0.169917210556672,0.169917210556672,0.169819240561334,,,,,,,,,,,,,,,,,,,1.04450006527754,1.15531289852295,0.781149736859146,0.616000796174137,0.229451770227229,0.542355387350418,0.281810492011449,0.340514826838686,0.216544357231324,0.169917210556672,0.144977621836321,0.118984904900711,0.0995888049639824,0.0850687992584016,0.0735727631997372,0.064375282954765,0.056923731951527,0.0508039218346663
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,NA,0.125,0.222222222222222,0.0909090909090906,0.20758335159599,0.269788165704326,0.222222222222222,0.173836690167501,0.269371623679735,0.183487531113511,0.222222222222222,0.126850649350649,0.186118469969968,0.150898232797443,0.105263157894737,0.118626450749836,0.287015335514276,0.0422888236749013,0.0512820512820513,0.038593865072367,0.0798677228246254,0.0427397600708614,0.0512820512820513,0.0389885331726283,0.339650676194986,0.0540540540540537,0.0512820512820513,0.0487804878048781,0.114654242863398,0.0429891727873977,0.0512820512820511,0.0392066773418327,0.177290861898583,0.0422374409444564,0.0512820512820513,0.0385488722561611,0.0689290327898358,0.0423963632918651,0.0512820512820511,0.0386880167942829,0.0279198803119356,0.0422970135577001,0.0512820512820511,0.0386010360581723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of total YouTube revenue (ads and subscriptions),,,,,,,,,,,,,,,,,,,,,0.0745557400119321,0.0776780569740519,0.0740379781976728,0.0662307288724718,0.0962227058631337,0.110702089574758,0.105168478345712,0.104205619930857,0.149641936005285,0.148830616583983,0.168342807170966,0.15536714311934,0.20310474864716,0.237060536951499,0.206289809784874,0.175394222373128,0.238887078661826,0.219090385930464,0.222779078936528,0.199010041591706,0.252168336349156,0.247582087308492,0.26420964023518,0.248849340934345,0.345561703416545,0.327048526998896,0.32997166895495,0.308644259066465,0.361387711126175,0.3553308971788,0.360078315359819,0.332486777273151,0.407569266346261,0.395190161126827,0.396059133158625,0.380398049328444,0.428200617559135,0.419815210329104,0.429520459615774,0.4025124487544,0.440693699983084,0.432786920569115,0.436012531825028,0.42062813933648,,,,,,,,,,,,,,,,,,,0.104312131707703,0.15599754860995,0.201428777304665,0.218384830907796,0.253082554069572,0.326602285277176,0.351464413781604,0.394132699089448,0.419365542163079,0.432094873225154,0.440010009604393,0.443980769378808,0.445153513310238,0.444446233001336,0.44240848263101,0.439452632681766,0.435882800551113,0.431920541691976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,YouTube content expense,,,,,183.845224239638,211.096443888541,264.938401494483,323.942376076367,286.311690103894,320.180340133224,410.100599960238,503.00741567789,375.6571119893,464.145964142294,591.822926560982,726.725136638405,602.903762158676,688.83548545278,879.448808776786,1086.48429832992,937.501938847787,1012.29578504213,1298.07984642496,1583.01483322048,1315.78239209439,1452.23564551327,1868.34681673844,2213.39857015731,1956.52875,2328.15,2515.7,3071.57125,2786.94093888715,2748.05551625623,3490.37978112531,4592.19435849439,4339.36924128573,4931.55664959848,5098.61468291122,5927.85209122396,5051.87221086147,5365.36934050263,5285.54084514379,5830.58797478495,5624.90003903764,6264.56760871535,6970.61017839306,8648.32774807077,6967.45126506502,7390.84590706914,8128.27262025218,10011.8172622563,8287.63553456983,8908.25455160926,9823.82468246101,11542.1616995004,9595.03390812575,10201.6054070365,10980.8881059075,13113.91109662,10908.2098734101,11577.3108246295,12599.3717112687,14561.4127930911,,,,,,,,,,44.7149596852564,110.21971960991,296.689681185353,613.794664273838,983.82244569903,1519.60004587525,2158.35113933098,3257.67235471816,4830.89240353535,6849.76342450341,9871.95,13617.5705947631,20297.3926650194,21533.3703712928,27508.4055742168,32498.3870546426,38561.8764681405,43891.4385176898,49646.3052023994,55646.3991250431,61562.1113980937,65054.7372361268,70701.1989248471,76252.4930628052,81707.1764808168,87065.5184816651,92328.0682530965
,,,,,,,,Period-to-period addition,,,,,NA,27.2512196489033,53.841957605942,59.003974581883,-37.6306859724726,33.8686500293305,89.9202598270133,92.9068157176528,-127.35030368859,88.4888521529931,127.676962418689,134.902210077423,-123.821374479729,85.9317232941036,190.613323324007,207.035489553132,-148.982359482132,74.7938461943425,285.784061382828,284.934986795522,-267.232441126091,136.453253418878,416.11117122517,345.051753418878,-256.869820157315,371.62125,187.55,555.87125,-284.630311112845,-38.8854226309227,742.324264869077,1101.81457736908,-252.825117208653,592.187408312742,167.058033312742,829.237408312742,-875.979880362494,313.49712964116,-79.8284953588391,545.04712964116,-205.687935747309,639.667569677709,706.042569677714,1677.71756967771,-1680.87648300576,423.394642004128,737.426713183032,1883.54464200413,-1724.18172768648,620.619017039431,915.570130851758,1718.33701703943,-1947.1277913747,606.571498910791,779.282698871004,2133.02299071245,-2205.7012232099,669.10095121944,1022.06088663916,1962.04108182237,,,,,,,,,,,65.5047599246532,186.469961575444,317.104983088484,370.027781425192,535.777600176216,638.751093455736,1099.32121538718,1573.22004881719,2018.87102096805,3022.18657549659,3745.62059476308,6679.8220702563,1235.97770627344,5975.03520292399,4989.98148042582,6063.48941349791,5329.56204954928,5754.86668470957,6000.09392264374,5915.71227305059,3492.62583803304,5646.46168872037,5551.29413795809,5454.68341801156,5358.34200084828,5262.54977143144
,,,,,,,,% change Y/Y,,,,,NA,NA,NA,NA,0.557351795718625,0.516749094562099,0.547909240966628,0.552768186028589,0.312056492883633,0.449639175063548,0.44311646122528,0.444760283820102,0.604931047268043,0.484092373238008,0.485999898461464,0.495041582510332,0.554977755473101,0.46957554658604,0.476015242126986,0.457006636592724,0.403498315653104,0.434596159513623,0.43931578776456,0.398217201575038,0.486969852884037,0.603148915393243,0.346484484284157,0.387717192652606,0.424431375663228,0.180360164188834,0.387438796806181,0.495063596032287,0.557036670830374,0.7945622351607,0.460762152726947,0.290853920470275,0.164195054616883,0.0879666851113781,0.036662147241501,-0.0164079863907215,0.113428805056503,0.167592985896565,0.318807361936758,0.483268546066274,0.238680015059801,0.179785480611129,0.166077633411139,0.157659324889681,0.189478794939585,0.205309197840095,0.208599310262336,0.152853812365654,0.15775287995019,0.145185664367173,0.117781359180024,0.136174612524062,0.136859960877497,0.134851855438763,0.147390956883573,0.110379099401105,,,,,,,,,,,1.46494060121565,1.69180217691897,1.06881028629498,0.602852717631491,0.544587697219627,0.420341586057161,0.509333812906797,0.482927648183729,0.417908504749681,0.44121035840237,0.379420539484406,0.490529645047346,0.0608934224543791,0.277477937726349,0.181398426272399,0.186578164734846,0.138208057742017,0.131115927822465,0.120856806930191,0.106308986135067,0.0567333666554717,0.0867955498494386,0.0785176803558723,0.0715344928265993,0.0655798209121363,0.0604435586349799
,,,,,,,,% change Q/Q,,,,,NA,0.148229140907038,0.255058572347957,0.222708275769195,-0.116164752596621,0.118292934588317,0.280842539518817,0.226546402825699,-0.253177785693205,0.235557505312221,0.275079333404582,0.227943535174152,-0.170382677352384,0.142529751326195,0.276718211168686,0.235415054846791,-0.137123343348025,0.0797799376140662,0.282312803832266,0.219504976970609,-0.168812341816428,0.10370503073968,0.286531440342179,0.184682924137839,-0.116052221059788,0.189939069385001,0.0805575242145051,0.220960865763008,-0.0926660291903841,-0.0139527257604712,0.270127099135308,0.315671831279589,-0.0550554043386667,0.136468545400225,0.0338753146689177,0.162639748222602,-0.147773572430959,0.062055633348592,-0.0148784716004958,0.103120408225004,-0.0352773916861954,0.113720699965923,0.112704118428774,0.240684463302533,-0.194358554852494,0.0607675067821485,0.0997756850102507,0.231727542862076,-0.172214662185905,0.0748849312268465,0.102777724361992,0.174915277153436,-0.1686969774006,0.0632172334896184,0.07638824163239,0.194248677351053,-0.168195529690483,0.0613392077145896,0.0882813722565723,0.155725311292114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of gross YouTube revenue,,,,,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.5,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.587337311895666,0.649899025880817,0.55,0.55,0.583057718682483,0.638119011370286,0.55,0.55,0.578209647638944,0.628265475180269,0.55,0.55,0.576153322863629,0.620787808871378,0.55,0.55,0.573600445484615,0.615764580638239,,,,,,,,,,0.55,0.55,0.6,0.585,0.57,0.57,0.540591109515633,0.55,0.549876118547875,0.55,0.55,0.55,0.55,0.55,0.587879957135709,0.583073574560406,0.578774246632112,0.576173369000118,0.57397310059753,0.572173997344591,0.570797329520491,0.55,0.55,0.55,0.55,0.55,0.55
,,,,,,,,Abs change Y/Y in bp,,,,,,,,,,,,,-2452.95302834992,-671.099194985514,-1047.92779741348,-1080.07902208486,2928.7455438441,344.531981744602,428.834372361837,502.812986902295,-499.532917949412,-145.16826651968,-99.8465633447809,-380.349459176079,-1514.79439819997,-349.793870724178,-366.994543624262,-587.894350176863,834.715372309325,1685.52755879621,-928.313034804031,-105.000089224321,-625.384772208091,-4227.8875120441,409.543125220244,1073.46403379682,1326.05295167146,6142.02070971867,733.233559207662,-2042.09675562012,-3928.41616213491,-7065.95550049322,-4241.00005485446,-3072.61906860997,-507.662495603798,796.263007851874,2821.45214695257,4996.76532456996,1252.51210003298,121.924947145631,-1527.2972852562,-3256.09221176594,-492.012201202157,255.237172289662,425.216768511978,-48.0551252402628,-317.259149893951,-601.235334729218,-908.179510823122,-166.791998415921,-208.929190726932,-103.3380892841,296.095977035484,-257.95513122957,,,,,,,,,,,,2268.61575703318,-6229.91890623989,-4659.57568663491,-582.65020411864,-1242.46111162466,889.922268496361,-264.06164723068,-650.191434340484,233.018536526888,-617.898189179635,1111.09105562939,-4296.36222592966,2165.84515271969,-960.795114539494,51.7973846244724,-483.701069928297,-70.9212991955166,-102.591208922735,-145.478207951248,-495.756194795949,300.621831939669,-82.7786949356635,-69.8318752927296,-59.5467191446297,-51.3626227715647
