,,,,,,,,,(USD millions),,,,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,,2001-12-31 00:00:00,2002-12-31 00:00:00,2003-12-31 00:00:00,2004-12-31 00:00:00,2005-12-31 00:00:00,2006-12-31 00:00:00,2007-12-31 00:00:00,2008-12-31 00:00:00,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00
,,,,,,,,,Foreign Exchange Rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,(Headwind) Tailwind Calculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Revenue by Geography (US $),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Australian dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,,,,,,,,,,,,,,,,,,,,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,,,,,,,,
,,,,,,,,,Russian Ruble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,,,,,,,,,,,,,,,,,,,,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0365853658536585,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Foreign Exchange (Headwind) Tailwind (Y/Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Chinese yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0198737399515119,0.00787279218550263,-0.0365572359606237,-0.039558666472213,-0.0423850611580775,-0.0586939184243777,-0.0452211041732178,-0.0709887261203689,-0.0468349832262532,-0.034599051118493,0.0123391289848265,0.0417958026440075,0.0847756659752263,0.0656147725438674,-0.0340721887728879,-0.0479708948990467,-0.0529747004845443,-0.0727221218705217,-0.0477352964591999,-0.0135672438999999,-0.0394706522268,-0.0315367260296,0.0472380802111423,0.0699812402549636,0.0765461145703177,0.118969892227861,0.0600163677890131,0.0335458319353161,0.0248617891435778,-0.0452712644996081,-0.0623619025468078,-0.102511139401655,-0.0900347003154574,-0.060863090472378,-0.0548410212947746,-0.00539556226971782,-0.036124925899348,-0.0192711112929838,0.0284981204042125,-0.0141226051317521,-0.0123502347373263,0.0067052636642122,-0.00624590877983366,0.02172540493686,0.0498456325931904,0.0372402397019636,0.0281589559023434,0.0204471395936086,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.0377413720371821,-0.0709887261203689,0.0417958026440075,-0.0479708948990467,-0.0135672438999999,0.0699812402549636,0.0335458319353161,-0.102511139401655,-0.00539556226971782,-0.0141226051317521,0.02172540493686,0.0204471395936086,0,,,,,,,,
,,,,,,,,,Yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14622117194362,-0.18010388654691,-0.142756941865743,-0.0372728747566516,0.0590919158361019,0.118930526125963,0.171605356020689,0.0819254903681601,0.00884837109532111,0.00289370167744285,-0.0601944393966927,0.0182297484473437,0.0485451523869691,0.017856414732055,-0.00744014068629662,-0.014486923336585,-0.041457150556953,0.000644623532120692,0.0439674245633854,0.0417908160924811,0.0277431565341828,0.00915512594107248,0.00292715169255464,0.0451646929088556,0.0145653802922441,-0.0179361964310164,-0.0362644999999998,-0.0822919999999999,-0.071188,-0.148723726640506,-0.209224553735762,-0.17681651898755,-0.156199319221611,-0.0788748421485001,-0.0454717466754999,-0.0662224825900001,-0.08986432348,-0.110916719424214,-0.000137286659188662,-0.0156472999858966,-0.0068019024852104,0.0890537140963141,-0.00830921107530414,-0.037584169300536,-0.0381066980915984,-0.0789582247212833,-0.0628091629661262,-0.00392551577450928,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.155285979313847,0.0819254903681601,0.0182297484473437,-0.014486923336585,0.0417908160924811,0.0451646929088556,-0.0822919999999999,-0.17681651898755,-0.0662224825900001,-0.0156472999858966,-0.037584169300536,-0.00392551577450928,0,,,,,,,,
,,,,,,,,,Indian rupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00283153498617805,-0.0747851267027737,-0.0871756116522076,-0.0690121681646114,-0.0967482084176615,-0.050809951087307,-0.00739129615466849,-0.0262085266617329,0.0255735906323185,0.0428549198473214,0.0476134057000694,0.0615531830988327,0.0241381386840109,-0.0439004044589397,-0.0986940799343093,-0.0748259921627368,-0.0840757972908899,-0.031693223304582,-0.0144890161041558,-0.0270709661027835,-0.0240905024560248,-0.0769983577246539,-0.0175752322319521,-0.0319702702702701,-0.00712485525509154,0.0411825947861579,0.00418774245726605,-0.0158000000000001,-0.0310539999999999,-0.0654591613185908,-0.0825043075800834,-0.0760197369576028,-0.0833374583147709,-0.06205473847,-0.0395626981889999,-0.024219465556,-0.00327138251000003,-0.00885752614224833,-0.0129364687575879,-0.0130478698483718,-0.0524263699547327,-0.0245836203353341,-0.0493284114891025,-0.0553537456553086,-0.0323458505413113,-0.0536748642951668,-0.024390437563019,-0.0108510554179158,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.0877949556893242,-0.0262085266617329,0.0615531830988327,-0.0748259921627368,-0.0270709661027835,-0.0319702702702701,-0.0158000000000001,-0.0760197369576028,-0.024219465556,-0.0130478698483718,-0.0553537456553086,-0.0108510554179158,0,,,,,,,,
,,,,,,,,,Korean won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0273790740630563,-0.079449582675389,-0.142718241386599,-0.0432622981099518,-0.112517263685615,-0.0701039662782318,0.0607623318385651,-0.0094093502766649,0.0936988724298034,0.0644873226587461,-0.0111740875464781,0.0742475534114404,0.0441869055314432,0.0386380629899346,0.0129810897003997,-0.0291716847317008,-0.0371654663465812,-0.094844235452179,-0.0835329858967074,-0.0546728735515862,-0.0546435686007515,-0.0262867421609909,0.0223344485827914,0.0684435313834675,0.0684130647580219,0.103751066028328,0.0251703116303752,-0.0617327787359232,-0.109176,-0.108166731054021,-0.136276742028165,-0.0913113620649926,-0.0554881803790893,-0.063868850752,0.0151352030884999,0.00895239517100022,-0.00613172011255003,-0.0413853781653584,-0.010554967156494,-0.0751943711062223,-0.0897532621103994,0.00351537259003476,-0.0391297151660776,-0.0514059174113676,0.00854874902296565,-0.0488108849491711,-0.0415374718943589,0.0138917607417017,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.0945261091680461,-0.0094093502766649,0.0742475534114404,-0.0291716847317008,-0.0546728735515862,0.0684435313834675,-0.0617327787359232,-0.0913113620649926,0.00895239517100022,-0.0751943711062223,-0.0514059174113676,0.0138917607417017,0,,,,,,,,
,,,,,,,,,Australian dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125272397620714,-0.177554538388017,-0.242007922591682,-0.151025187523444,-0.0875119687007074,-0.0535632016175585,0.0600888223441543,0.0196660789216714,0.0344417655348308,0.0276071226447649,0.055352261611457,0.0274750896663734,0.0546795289977666,0.0163879378437219,-0.0881926299056061,-0.0380689206903346,-0.0870067149312819,-0.0843190136607155,-0.0714186561705749,-0.0662101380493078,-0.0807505668810256,-0.0188352457241827,0.0983545529000076,0.0772840592462238,0.188379204892966,0.137834657252133,-0.00813449023861168,-0.0299482711679826,-0.0654915079773547,-0.072333548804137,-0.0650628758884636,-0.0475722705585182,-0.0735233374638578,-0.0981116298515783,-0.0531432748538013,-0.0230587888610578,-0.0323227819884084,0.0276596924978754,0.0476337527985795,-0.0174949098861323,-0.0449973124472087,-0.0323283527100979,-0.0353721444362565,0.00667741192723925,0.125432178178017,0.0874834900163157,0.0692895339954163,0.067169868862458,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.202747254129898,0.0196660789216714,0.0274750896663734,-0.0380689206903346,-0.0662101380493078,0.0772840592462238,-0.0299482711679826,-0.0475722705585182,-0.0230587888610578,-0.0174949098861323,0.00667741192723925,0.067169868862458,0,,,,,,,,
,,,,,,,,,Russian Ruble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.418649392114179,-0.337310475649584,-0.444068588383697,-0.250955759315351,-0.176283901884326,-0.203989363863557,0.02108102721936,0.0228027730299394,0.284188124395185,0.164082845051725,0.1251399461975,0.105476103457366,0.0379903820216767,-0.0892864786811601,-0.137761426628913,-0.127534550614241,-0.145664682147803,-0.0431943907235657,0.00872336199250001,0.04248390125,-0.00397831728499998,-0.0565920496299999,-0.0968517343838681,-0.160206801323015,-0.110486271915316,-0.0593474883480063,0.0071713736507466,0.0336111960844294,-0.29341762737077,0.171694927695809,0.214049768773398,0.203396100773186,0.402578947368421,-0.228700601428392,-0.370667150371849,-0.314181807002982,-0.176171713760366,-0.101244846172447,0.0598454480053681,-0.154245330804008,0.0178630057118911,0.149443556610493,0.127487577663822,0.369951564358644,0.173770520560657,0.0311475295120902,0.0544262169605245,0.0147540972190572,0,0,0,0,,,,,,,,,,,,,,,,,,,,-0.447592221426725,0.0228027730299394,0.105476103457366,-0.127534550614241,0.04248390125,-0.160206801323015,0.0336111960844294,0.203396100773186,-0.314181807002982,-0.154245330804008,0.369951564358644,0.0147540972190572,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Foreign Exchange Tailwind Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Chinese yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0198737399515119,0.0114705660145469,-0.0278845416289156,-0.00340726158402116,-0.0227580636016634,-0.00575549053605795,-0.0139707560307265,-0.0303033576655561,0.00264964795229927,0.00700778560419724,0.0339703800269824,-0.00208747948420662,0.0440145149720315,-0.0107794578505722,-0.0627562869939341,-0.0164464126270918,0.0385272398106238,-0.0314067366566237,-0.0375009179432001,0.0188443112054622,0.0112558470218465,-0.0234062029048054,0.040788760905514,0.0409708358872334,0.0174604114446615,0.0150787236106171,-0.0140457490110645,0.0149759015906241,0.00891152132399764,-0.0543848580441639,-0.0316953562850282,-0.0284849048608312,0.0229369022415611,-0.024070387819413,-0.0254862535543313,0.0223393595340686,-0.00866782306097447,-0.00700579387512035,0.0219802516971244,-0.020026148368066,-0.00688564628058164,0.0121528189986622,0.00883256790935616,0.00755729131820204,0.0204471395936086,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00719394370320814,-0.0366653802865045,0.0240127903618432,-0.0169938351719662,0.0921816168327796,0.0177629502727561,0.0722192681394112,-0.0922374829961823,0.0184117620771327,0.0117556630646112,0.00477012538615274,-0.0164871989634064,0.048732585045929,-0.017856322689155,-0.0202011994408621,-0.023469751076156,0.0200322493711822,0.0252820630900299,0.022219083933531,-0.0255057571448232,0.0062779855052395,0.00673854447439326,0.0159104858127568,0.0155343529750205,-0.0231828400149869,-0.0255122997581124,-0.00304949999999982,-0.032967032967033,-0.0113636363636365,-0.106860960133399,-0.073903500881517,0.00666449346227682,0.0133974453090588,-0.025015198706,-0.0403201278582247,-0.0152196456248438,-0.0122602522833855,-0.0475676231477216,0.0792556129014352,-0.0304956992434495,-0.00338441875780493,0.0443536088439884,-0.0172313483199084,-0.0591157068313045,-0.00392551577450928,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Indian rupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00404498063772918,-0.0322744682550759,-0.0392440669905468,-0.00270059264422162,-0.0258675821762657,0.0169428429274174,0.00470364440571913,-0.0216067464589848,0.0259326651053864,0.0340787405577712,0.00928804822558016,-0.00858802782804136,-0.0102269139366,-0.03462020575142,-0.0485538356467227,0.0176662188630969,-0.0201225747416187,0.0205907804279388,-0.0316491961816894,0.00467374522225406,-0.0171208254438682,-0.0347394212303819,0.0306935220765392,-0.0100472972972973,0.00810571486955913,0.0122244668601805,-0.0059286370303353,-0.0297517000000002,-0.00751879699248115,-0.0237174185214084,-0.0240595640854724,-0.0228942905596382,-0.0153790307943614,-0.00105046342500004,-0.000656394948886141,-0.00728477583264131,0.00575883894548257,-0.00664905414945249,-0.00476908845716073,-0.00739681477979082,-0.0343700318846593,0.0225387796953838,-0.0300165433587982,-0.013687910419622,-0.0108510554179158,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Korean won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00947574228743497,-0.00965495150011286,-0.062988797294441,0.0213290463562927,-0.0635967494137625,0.037674193461503,0.0688788340807174,-0.0462340401380643,0.0338712359053726,0.00995900410494843,-0.00709471506693105,0.0361588789340683,0.00494043771354691,0.00459204972401328,-0.0316219736783003,-0.00695838351398359,-0.00333422245932247,-0.0555882105970275,-0.0195206691859938,0.0243131103577392,-0.003303326020627,-0.0272597195535751,0.0294383772068263,0.0705114342866411,-0.00333174678724413,0.0049138829602422,-0.0438517393574107,-0.0202351966453614,-0.0537280000000004,0.00605241130641931,-0.0739889174998417,0.0307712990704463,-0.0164231715195683,-0.00287430984399995,0.00416106124780602,0.0244932575547598,-0.0311279151150409,-0.0382435120087084,0.0364563105922371,-0.0424358100747395,-0.0463805288969257,0.0603030807065865,-0.00758862536774163,-0.0546697732265936,0.0138917607417017,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Australian dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0828939591619191,-0.0221015789001126,-0.0738127424268563,0.0220748574945322,-0.0142837297424085,0.0142807566376237,0.0374076333770446,-0.0168983576288128,0,0.00757931921228927,0.0654173837173051,-0.0428670265944038,0.0264769818801416,-0.0290022340328097,-0.0442080365878025,0.00974831345747984,-0.0257445549979155,-0.0261437771613434,-0.0307425849751029,0.0154121063211972,-0.0409150901891772,0.0394495412844036,0.0850250073551047,-0.0040672451193059,0.0579907432616389,-0.00476067936181168,-0.0541693600517129,-0.025970475669765,0.0192253718776312,-0.0120473633484784,-0.0467563236011427,-0.00774853801169606,-0.00854574922646223,-0.0382672016644375,0.000772618403770187,0.0237782753030187,-0.0179473644521529,0.0213468018121785,0.0202240893267012,-0.0398673544583641,-0.0454371018497198,0.0348958752110637,0.0170149949498875,0.00198624904507261,0.067169868862458,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Russian Ruble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.199658703237312,0.175233823833525,-0.211669543815552,0.0101820680956728,-0.119873067140037,0.135705160866501,0.0112292919804,0.0118854360922387,0.10505034298146,0.029486933952183,-0.0226000872630265,-0.00579908053486644,0.0375906128383778,-0.0967472464000643,-0.0746245810088214,0.00599298009783067,0.0160291237249783,0.011590277470326,-0.0244122790459999,0.0396621373485127,-0.0292540380848398,-0.0418458484948726,-0.0660452269981012,-0.033269259204495,0.0282196390333436,0.0132391223503161,0,-0.0078910665785803,-0.297103325811106,0.68021052631579,0.0361483523368,-0.0165971340467985,-0.180761781794706,-0.0760267927501969,-0.154566700789288,0.0716675236555842,-0.0159030130467641,0.00800821710652167,-0.00303366278936834,-0.144811336725366,0.184357537162011,0.138314825926074,-0.0220771136699705,0.0390953038279807,0.0147540972190572,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Other Americas Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Canadian dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01528001498959,0.965437343116432,1.01332525753636,1.00669454895136,0.972715807945045,0.967539626069155,0.947957781373066,0.944554910141185,0.903383251581666,0.920937684014861,0.921871993833045,0.877001196141931,0.800865190682798,0.801122147814887,0.751597313400371,0.750948184725444,0.738225306363502,0.764467665234717,0.762166134077675,0.74371571377595,0.755030618001621,0.740357126066901,0.797607242082332,0.776216960713176,0.780427380763964,0.770891566161036,0.76690092422298,0.752389004376421,0.759301730942191,0.739700119653891,0.75035,0.75155,0.7506,0.73675,0.7665,0.7691,0.7907,0.8289,0.79265,0.7826,0.7889,0.79075,0.7616,0.74575,0.7328,0.7356728,0.7391256,0.7375447,0.73727286,0.73359495,0.7419774,0.7142092,0.6941793,0.72729915,0.7283587,0.7173344,0.7313951,0.7313951,0.7313951,0.7313951,0.7313951,0.7313951,0.7313951,0.7313951,,,,,,,,,,,,,,,,,1.00057466422512,0.970770348736522,0.910196904783429,0.750948184725444,0.74371571377595,0.776216960713176,0.752389004376421,0.75155,0.7691,0.7826,0.74575,0.7375447,0.7142092,0.7173344,0.7313951,0.7313951,,,,,,,,
,,,,,,,,,Mexican peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0781830264649545,0.0698016933890816,0.0754375377187689,0.077388299662974,0.0782598147590185,0.0779383741275773,0.0748951467944877,0.0763140322426786,0.0755044642014459,0.077709134708785,0.0764789109403082,0.0719437399953237,0.066880684858213,0.0648371776376574,0.0595947592130369,0.0602192413965372,0.0552883561450326,0.054338559000101,0.0529976982039716,0.0488460391894703,0.0500181640962916,0.0534765106298736,0.0561080987608021,0.0537461380712489,0.0530026252200272,0.049969041680227,0.0522998902905201,0.0491503163633838,0.0518953559209254,0.0509905006736865,0.049633,0.051079,0.051533,0.0453865,0.0456875,0.0495465,0.0484095,0.0501175,0.0498195,0.0466,0.0489,0.0508725,0.049652,0.0518995,0.054626,0.056311857,0.059411526,0.05756555,0.058594324,0.05863899,0.050904833,0.049360774,0.048710395,0.051530454,0.053635117,0.054574728,0.0578955,0.0578955,0.0578955,0.0578955,0.0578955,0.0578955,0.0578955,0.0578955,,,,,,,,,,,,,,,,,0.0760812702080056,0.0783879820769876,0.0758609372964325,0.0602192413965372,0.0488460391894703,0.0537461380712489,0.0491503163633838,0.051079,0.0495465,0.0466,0.0518995,0.05756555,0.049360774,0.054574728,0.0578955,0.0578955,,,,,,,,
,,,,,,,,,Brazilian real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582445138473128,0.494156769159557,0.492841501828023,0.474383324211733,0.505791438417743,0.468922336285496,0.420663106398488,0.428586900558539,0.428082283408023,0.445821597265544,0.446917427267988,0.388191238065691,0.349729919321155,0.313224399942705,0.274555623486718,0.255176901386887,0.251300505244692,0.277623596428794,0.309233718844703,0.295639346250349,0.321440134089395,0.308375497001079,0.317818584765919,0.305950798094073,0.307810715371187,0.268524887531036,0.242712608538955,0.258077849596255,0.266648897184158,0.255467045875137,0.23883,0.236775,0.22349,0.18639,0.182055,0.187535,0.17724,0.19163,0.19414,0.1778,0.1938,0.21131,0.1929,0.192845,0.19095,0.19524005,0.20198143,0.20274723,0.20126192,0.19026418,0.1765755,0.16748595,0.17040129,0.17445765,0.18422653,0.18715376,0.19047256,0.19047256,0.19047256,0.19047256,0.19047256,0.19047256,0.19047256,0.19047256,,,,,,,,,,,,,,,,,0.513946688236834,0.46504845216641,0.43202876354283,0.255176901386887,0.295639346250349,0.305950798094073,0.258077849596255,0.236775,0.187535,0.1778,0.192845,0.20274723,0.16748595,0.18715376,0.19047256,0.19047256,,,,,,,,
,,,,,,,,,Argentinean Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229555241998399,0.223651124285256,0.215691579676815,0.206878725911714,0.198196416573113,0.189304328174652,0.176405736298227,0.162965991474662,0.127024460274656,0.123800690099711,0.118941429838223,0.117260789367505,0.114596766581181,0.111255751004467,0.107672769060333,0.103266316695054,0.0642260757867694,0.0714094438989556,0.067125356603457,0.0630556781638187,0.0646203554119548,0.0619722827725854,0.0576037330905682,0.0575539568345324,0.0497079829976827,0.0400641154051652,0.026281217224037,0.0265002528521626,0.0256246035553522,0.0223088365279178,0.01715,0.0167,0.0161,0.0146,0.0135,0.0123,0.0111,0.01057,0.0102305,0.0099075,0.0093,0.0083195,0.0072085,0.0059775,0.005072,0.0041751126,0.002857166,0.0027733585,0.001187169,0.0011170115,0.0010517963,0.0009908277,0.0009417325,0.0008357801,0.0007567102,0.00068942335,0.00069037225,0.00069037225,0.00069037225,0.00069037225,0.00069037225,0.00069037225,0.00069037225,0.00069037225,,,,,,,,,,,,,,,,,0.220133923260586,0.183537531726213,0.123710311039515,0.103266316695054,0.0630556781638187,0.0575539568345324,0.0265002528521626,0.0167,0.0123,0.0099075,0.0059775,0.0027733585,0.0009908277,0.00068942335,0.00069037225,0.00069037225,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Other Americas Basket Weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
