,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Company-wide FX (headwind) / tailwind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,-269,-495,-156,-75,-182,-113,-138,-155,126,116,-468,-795,-1103,-1291,-1001,-593,-35,-91,-15,-87,-361,64,342,1072,665,-305,-600,-1016,-1109,-420,-326,-343,-555,-77,287,992,1880,677,-70,-1713,-2307,-3280,-4064,-2090,-1143,426,1090,-315,-1165,-1000,-245,-1345,431,1132,1263,5542.07839054996,2390.96231518818,1595.88088011279,2236.79655482905,100,100,100,100,,,,,,,,,,,,,129,521,168,1006,-950,17,-381,-4190,-734,127,968,-2871,-688,3479,-11364,-1717,-2725,1481,11765.7181406801,400,400,400,400,400,400,400,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% FX to Google Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Google network revenue, ex-FX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2917.5,3023.35,3207.25,3459.4,3273.25,3220.3,3164.95,3542.7,3551.25,3544.1,3550.6,3950.2,3695.25,3786.45,3887.65,4292.15,3780.95,3748.25,3745.65,4433.25,4027.65897253653,4308.15307044976,4339.55972024791,4946.92823676579,4517.57273546192,4732.01108497648,4952.61617956161,5683,5167.4,5415.35,5314,6080.9,5274.45,4819.25,5731.55,7367.95,6651.2,7315,7897.45,9315.5,8430.95,8605.05,8364,9084.6,7809.5,8021.45,7605.1,8133.5,7460.25,7618.75,7698,7990.75,7457.75,7289.35,7184.2,7638.55,6253.5861251149,6823.10703800066,6966.67379464628,7335.0951696786,6941.46092180039,7036.9181970031,7062.09111002967,7519.04194733117,,,,,,,,,,,,,6695.355,7088.168,8766.8,10235.1,12607.5,13647.45,14596.15,15661.5,15708.1,17596.95,19864.8,21977.65,23193.2,31179.15,34484.6,31569.55,30767.75,29569.85,27378.4621274404,28559.5121761643,28137.4600366426,27798.9027874735,27529.3091477571,27316.9971133979,27152.4992899375,27028.0888256198,26937.4205911032,26875.2562392976,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202101359703337,0.21712962962963,0.235934489402698,0.201180555555556,0.123669756265019,0.0795507877975192,0.0101978933929141,0.0310535506402794,0.0886725935009196,0.109959285937989,0.127890724269377,0.121578648495173,0.0474064625850341,0.0627140050519226,0.0895880044843049,0.106224226804124,0.0573126398210291,0.0351422259044463,0.0139821331889551,0.0703162723322066,0.0909152146631995,0.150989332206723,0.162797352692366,0.116436072391287,0.125283375383779,0.112366635992149,0.138752425325804,0.137002899987077,0.104529350735839,0.120781823595974,0.0829722689675572,0.0872340425531915,0.0517347956131604,-0.081872737664317,0.0915159017330032,0.221477122015915,0.273444380624162,0.544552364864865,0.380673076923077,0.256982863311294,0.239845588235294,0.132690535737791,0.0456307038379797,-0.0236861902203116,-0.0445926107169072,-0.0287625620535174,-0.0339049796747967,-0.0402949852507375,-0.00476921024546428,-0.0294585987261147,0.00378145781718597,-0.0369109316620465,0.00603669229731563,-0.0207751209027404,-0.0481981981981983,-0.0396592909228061,-0.138149651996293,-0.0721910473210961,-0.0526687796238403,-0.0629668919674757,-0.020245452263618,-0.0201668340361465,-0.01997830964659,-0.019760177303969,,,,,,,,,,,,,0.156777249514421,0.0556186757273778,0.223333935223081,0.164137852593267,0.213893703061814,0.0948616125150421,0.0693150183150182,0.0772061352225051,0.0449078693540876,0.128154250544942,0.127656675749319,0.0983333333333334,0.0764004269735927,0.350331312256388,0.0878079555849973,-0.0369264795607078,-0.017381515074093,-0.0259939391943081,-0.081012952220716,-0.0200322981531321,-0.0168434785524836,-0.0141345088760193,-0.011830819118424,-0.00987020127618332,-0.00820023549443805,-0.00677668237499385,-0.00556215816798966,-0.004525037915877,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FX impact to growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5414091470948,-162.43961352657,-286.127167630059,-81.2500000000016,-38.6199794026765,-91.5186054307737,-54.1015001595913,-60.244470314319,-71.2752912323711,59.1919824616349,55.2731893265568,-199.318568994888,-338.010204081634,-464.35587987651,-542.741031390135,-386.984536082473,-248.741610738255,-14.4987572493793,-36.9518137520308,-5.43215837759403,-35.3466955579629,-144.67005076142,25.7234726688127,115.775220040624,400.537140976904,234.485021162558,-105.192733637733,-180.063806086288,-325.754292394902,-344.284407019289,-128.391518526452,-87.4307169676381,-102.592223330009,-158.601638407315,-21.9958103218421,71.3693633952262,284.893739230327,595.439189189189,177.534965034967,-14.1681284576989,-377.867647058823,-455.508753455312,-615.076884610576,-655.131649650726,-383.533153902619,-207.591718125681,81.1737804878043,192.920353982301,-63.0336179295621,-222.611464968153,-195.59264571652,-44.2931179944561,-272.157021448807,86.8484685652859,224.96025437202,238.182046768921,1145.68875218094,487.686085502077,325.512825696108,428.614567225801,21.1717942110579,20.8862702080537,20.815825123558,19.5551473757372,,,,,,,,,,,,,33.4315951553066,116.386349065223,35.1645014915625,171.63330300273,-137.203928365106,2.04572803850889,-41.8681318681302,-432.285576724674,-73.2388744761514,12.213104244132,82.4250681198913,-215.217391304348,-47.8952986494652,226.00692940667,-537.71174410902,-78.5692495424029,-130.54100664282,73.1743469811264,592.393166320491,20.5879084166871,20.9647179276429,21.2785122922532,21.537100889335,21.747554343845,21.9162093459246,22.0486914343032,22.1499569003369,22.224345395343,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abs change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.75,196.95,-42.3000000000002,83.2999999999997,278,323.8,385.65,407.5,144,242.35,337.05,341.95,85.6999999999998,-38.1999999999998,-142,291.25,335.658972536533,565.153070449764,607.55972024791,515.928236765793,502.963762925382,478.008014526715,603.456459313695,684.771763234207,489.027264538085,583.588915023522,407.133820438395,487.9,259.45,-429.75,480.55,1335.95,1428.2,2579,2177.45,1904.5,1630.95,1008.05,365,-220.4,-364.5,-237.55,-266.9,-341.5,-35.75,-231.25,29,-306.25,44.75,-154.65,-363.8,-315.45,-1002.4138748851,-530.892961999341,-387.326205353722,-492.9048303214,-143.436961897003,-144.833188275785,-143.964816633522,-151.572705571784,,,,,,,,,,,,,,392.813000000002,1678.632,1468.3,2372.4,1039.95,948.699999999999,1065.35,46.6000000000004,1888.85,2267.85,2112.85,1215.55,7985.95,3305.45,-2915.05,-801.799999999999,-1197.9,-2191.38787255957,1181.05004872391,-422.052139521766,-338.557249169124,-269.593639716357,-212.312034359209,-164.497823460413,-124.410464317651,-90.6682345166519,-62.1643518056189,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two-year change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325771115968356,0.296680417427149,0.246132382795612,0.232234106195835,0.212342349765938,0.189510073735509,0.138088617662292,0.152632199135452,0.136079056085954,0.172673290989912,0.217478728753682,0.227802875299297,0.104719102406063,0.0978562309563689,0.10357013767326,0.17654049913633,0.148227854484229,0.186131558111169,0.176779485881321,0.186752344723494,0.216198590046979,0.263355968198872,0.30154977801817,0.253438972378364,0.229812726119618,0.233148459588123,0.221724694293362,0.224236942540268,0.156264146348999,0.0389090859316571,0.17448817070056,0.308711164569107,0.325179176237323,0.462679627200548,0.47218897865608,0.478459985327209,0.513289968859457,0.677242900602656,0.426303780761057,0.233296673090982,0.195252977518387,0.103927973684274,0.0117257241631831,-0.0639811754710491,-0.0493618209623715,-0.058221160779632,-0.0301235218576107,-0.077205916912784,0.00126748205185134,-0.050233719628855,-0.0444167403810123,-0.0765702225848526,-0.132112959698977,-0.0929661682238364,-0.100866977822039,-0.102626182890282,-0.158395104259911,-0.0923578813572425,-0.0726470892704303,-0.0827270692714447,,,,,,,,,,,,,,,,,,,0.16417663083006,0.146521153537523,0.122114004576593,0.173062119899029,0.255810926294261,0.225990009082652,0.174733760306926,0.426731739229981,0.438139267841385,0.0508814760242895,-0.0543079946348009,-0.0433754542684012,-0.107006891415024,-0.101045250373848,-0.0368757767056157,-0.0309779874285029,-0.0259653279944433,-0.0217010203946073,-0.0180704367706214,-0.0149769178694319,-0.0123388405429835,-0.0100871960838667,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.0362810625535561,0.0608265665569649,0.0786187543845975,-0.0538099092328149,-0.0161765829068967,-0.0171878396422694,0.119354176211315,0.00241341349817947,-0.00201337557198167,0.00183403402838511,0.112544358699938,-0.0645410358969166,0.0246803328597522,0.0267268813796564,0.104047432253418,-0.119101149773424,-0.00864862005580602,-0.000693657039951945,0.183572944615754,-0.0914884176311887,0.0696419681571456,0.00729004965342783,0.139960861394295,-0.0867923448156956,0.047467603085009,0.0466197332642604,0.147474343651449,-0.0907267288404012,0.0479835120176493,-0.0187153184928029,0.144316898757998,-0.132620171356214,-0.086302837262653,0.189303314831146,0.285507410735316,-0.0972794332209095,0.0998015395718066,0.0796240601503759,0.179557958581567,-0.0949546454833341,0.0206501046738503,-0.028012620496104,0.086154949784792,-0.140358408735663,0.0271400217683591,-0.0519045808426156,0.0694796912598124,-0.0827749431364111,0.0212459367983646,0.0104019688269072,0.0380293582748765,-0.066702124331258,-0.0225805370252421,-0.0144251545062317,0.0632429498065199,-0.181312405480766,0.0910710912892876,0.0210412581608403,0.0528833968536671,-0.0536645045186863,0.0137517557583478,0.00357726384218782,0.0647047496530497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total Other Revenue (Google Other + Other Bets),,,,,,,,,10.514,12.259,,14.3390000000001,10.544,9.93099999999993,11.121,15.404,17.0809999999999,18.7650000000001,22.308,28.0550000000003,26.991,26.6729999999998,30.57,36.471,33.585,41.8509999999997,69.4360000000003,99.5429999999997,181.812000000001,189.391,196.333,178,186,188,209.759,300,258,254,273,269,310,385,410,420,439,666,829,1049,1046,1230,1647,1423,1457,1703,1794,1750,1704,1894,2251,2237,2357,2630,3665,3076.68687000988,3287.01985082344,3846.97645756872,5236.31682159797,4553.11019926654,4638.47016813762,4670.41963259584,6634,5615,6342,6584,8050,7347,8279,9100,10701,10739,11443,11926,13883,13072,13022,13972,16337,15155,16458,17047,20643,18808,20024,22397,23988,23089,25200,28371,31612,32437.786,35964.482,39995.934,43032.473,43771.683,48220.683,53165.683,57511.683,,,,,,19.494,28.593,45.271,45.935,73.558,112.289,181.343,667.079,761.759,1085,1374,2354,4972,6377,7599,10889,15447,20496,26591,35427,47991,56403,69303,85217,108272,151430.675,202669.732,260928.632,327375.582,401271.007,479084.83075,564424.8751875,656817.939621875,755191.222670625,859013.818938875,,0.66805318876668,0.477916831965156,0.29863058171426,0.342999682056278,0.391994617484985,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,4.28299999999996,1.67699999999991,1.6840000000002,3.54299999999991,5.74700000000028,-1.06400000000031,-0.318000000000211,3.89700000000018,5.90100000000005,-2.886,8.26599999999966,27.5850000000006,30.1069999999994,82.2690000000011,7.57899999999881,6.94200000000038,-18.333,8,2,21.759,90.241,-42,-4,19,-4,41,75,25,10,19,227,163,220,-3,184,417,-224,34,246,91,-44,-46,190,357,-14,120,273,1035,-588.313129990123,210.332980813564,559.956606745281,1389.34036402925,-683.20662233143,85.359968871082,31.9494644582201,1963.58036740416,-1019,727,242,1466,-703,932,821,1601,38,704,483,1957,-811,-50,950,2365,-1182,1303,589,3596,-1835,1216,2373,1591,-899,2111,3171,3241,825.786,3526.696,4031.452,3036.539,739.209999999999,4449,4945,4346,,,,,,,9.099,16.678,0.664000000000002,27.623,38.731,69.054,485.736,94.68,323.241,289,980,2618,1405,1222,3290,4558.00000000001,5048.99999999999,6095,8836,12564,8412,12900,15914,23055,43158.675,51239.057,58258.9,66446.95,73895.425,77813.82375,85340.0444375,92393.0644343749,98373.28304875,103822.59626825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y addition,,,,,,,,,,,,,,,,,6.53699999999992,8.83400000000017,11.187,12.6510000000003,9.91000000000008,7.90799999999967,8.26199999999994,8.41599999999971,6.59400000000002,15.1779999999999,38.8660000000003,63.0719999999997,148.227000000001,147.54,126.897,78.4570000000003,4.18799999999919,-1.39099999999962,13.426,122,72,66,63.241,-31,52,131,137,151,129,281,419,629,607,564,818,374,411,473,147,327,247,191,457,487,653,736,1414,839.686870009877,930.019850823441,1216.97645756872,1571.31682159797,1476.42332925666,1351.45031731418,823.44317502712,1397.68317840203,1061.88980073346,1703.52983186238,1913.58036740416,1416,1732,1937,2516,2651,3392,3164,2826,3182,2333,1579,2046,2454,2083,3436,3075,4306,3653,3566,5350,3345,4281,5176,5974,7624,9348.786,10764.482,11624.934,11420.473,11333.897,12256.201,13169.749,14479.21,,,,,,,9.099,16.678,0.664000000000002,27.623,38.731,69.054,485.736,94.68,323.241,289,980,2618,1405,1222,3290,4558.00000000001,5048.99999999999,6095,8836,12564,8412,12900,15914,23055,43158.675,51239.057,58258.9,66446.95,73895.425,77813.82375,85340.0444375,92393.0644343749,98373.28304875,103822.59626825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,NA,0.00285333840593327,-0.189901297006287,NA,0.0742729618522866,0.619973444613044,0.889537810895201,1.00593471810088,0.821280186964444,0.580176804636739,0.421422861710612,0.370360408821945,0.299982177864895,0.244303656774481,0.569039853034905,1.27137716715736,1.7293740231965,4.41348816435911,3.52536379059046,1.82753902874588,0.788171945792277,0.0230347831826236,-0.00734459398809673,0.0683838172900124,0.685393258426966,0.387096774193549,0.351063829787234,0.301493618867367,-0.103333333333333,0.201550387596899,0.515748031496063,0.501831501831502,0.561338289962825,0.416129032258064,0.72987012987013,1.0219512195122,1.49761904761905,1.38268792710706,0.846846846846847,0.986731001206273,0.356530028598665,0.392925430210325,0.384552845528455,0.0892531876138434,0.229796205200281,0.169526424159231,0.112155020551967,0.254738015607581,0.278285714285714,0.383215962441315,0.388595564941922,0.628165259884496,0.375362928033025,0.394577789912364,0.462728691090769,0.428735831268204,0.479874420646493,0.411147598325463,0.214049444832718,0.266921048901602,0.233222951841693,0.367261137856225,0.409723433425314,0.213445884835695,0.308459483526269,0.305424156417534,0.382138517618469,0.329316770186335,0.461685041513543,0.382171759874381,0.310549450549451,0.297355387346977,0.21724555358972,0.137988289784148,0.171557940633909,0.176762947489736,0.159348225214198,0.26386115804024,0.220083023189236,0.263573483503703,0.241042560211151,0.216672742739094,0.313838212002112,0.162040401104491,0.227615908124202,0.25848981222533,0.26673215162745,0.317825579456395,0.404902161202304,0.427161984126984,0.409747065665645,0.361270182209288,0.349404148606197,0.340786251279804,0.329277196026976,0.336471715209117,,,,,,,0.466759002770083,0.583289616339664,0.0146672262596363,0.60134973331882,0.526536882460099,0.614966737614548,2.67854838620735,0.141932214925069,0.424334993088365,0.266359447004608,0.713245997088792,1.11214953271028,0.282582461786002,0.191626156499922,0.432951704171602,0.418587565433006,0.326859584385317,0.297375097580016,0.332292881049979,0.354644762469303,0.175282865537288,0.228711238763895,0.229629308976523,0.270544609643616,0.398613445766219,0.338366430711611,0.287457329839465,0.254655648522313,0.225720637283205,0.193918380327937,0.178131385007331,0.163694175249952,0.149772527689154,0.137478552651998,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two-year % change ,,,,,,,,,,,,,,,,,0.622826783018977,0.699636513888914,,0.895553148816731,1.20015024924978,1.31096067260581,1.37629512692283,1.12126236482934,0.82448046141122,0.990462714745517,1.6417375759793,2.0293562010614,4.65779182113359,4.09440364362536,3.09891619590324,2.51754596898878,4.43652294754174,3.51801919660236,1.8959228460359,1.47356520421924,0.410131557376172,0.343719235799137,0.369877436157379,0.582059925093633,0.588647161790448,0.866811861283297,0.803325120698869,0.458004956629492,0.617679419854964,1.24561816136619,1.5237827213437,2.05895733758187,1.79881695936513,1.57671697671698,2.00868222071847,1.85414907621771,1.77561335731739,1.2313996923753,1.07598418882012,0.586326233798947,0.562451854369557,0.496707866080422,0.343991203221424,0.508081919485995,0.552742386600546,0.500750585493889,0.882903275492077,0.653648642318739,0.777793752353678,0.851324256032691,1.0569010911527,0.855237348679518,0.805725388237827,0.676778135923486,0.695656880169806,0.713097372488186,0.778408736181689,0.623772878258031,0.480366933737297,0.541682435367962,0.672685294273759,0.791861951043783,0.54276265502203,0.770144525039812,0.687595916291915,0.69268796816792,0.626672157533312,0.678930595103263,0.520160049658529,0.48210739118336,0.474118334836713,0.376593778803918,0.401849447824387,0.391640963823145,0.440336430993439,0.40039078542535,0.480533900779333,0.533921235191347,0.425613884608194,0.468658468335354,0.475162554964423,0.580570363629562,0.479865980560886,0.632518069326506,0.685651796352314,0.676479217293095,0.679095761665683,0.754306309808501,0.767948235406788,0.739024261692621,0.697741897418404,,,,,,,,,,,,,,,,,,,1.39473199449628,0.474208618285923,0.624577860671523,0.851539269604608,0.745447149818323,0.624234681965332,0.629667978629995,0.686937643519282,0.529927628006591,0.403994104301184,0.458340547740419,0.500173918620139,0.669158055409834,0.73697987647783,0.625823760551076,0.542112978361778,0.480376285805518,0.419639017611141,0.372049765335267,0.341825560257283,0.313466702939106,0.287251080341151,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,NA,-0.264662807727182,-0.0581373292868036,0.119826804954196,0.385127236759279,0.108867826538555,0.098589075581067,0.188808952837724,0.257620584543674,-0.0379255034753269,-0.0117817050127899,0.146102800584869,0.193032384690875,-0.0791313646458831,0.246121780556786,0.659124035267995,0.433593524972626,0.826466953979701,0.0416859173211823,0.0366543288751862,-0.0933770685518991,0.0449438202247192,0.010752688172043,0.115739361702128,0.430212767986117,-0.14,-0.0155038759689923,0.0748031496062993,-0.0146520146520146,0.152416356877323,0.241935483870968,0.0649350649350649,0.024390243902439,0.0452380952380953,0.517084282460137,0.244744744744745,0.265379975874548,-0.0028598665395615,0.175908221797323,0.339024390243903,-0.136004857316333,0.0238931834153198,0.168840082361016,0.0534351145038168,-0.0245261984392419,-0.0262857142857142,0.11150234741784,0.188489968321014,-0.00621945801865842,0.0536432722396065,0.115825201527365,0.393536121673004,-0.160521999997305,0.0683634668395385,0.170353886547112,0.361151251990584,-0.130474653388703,0.0187476175922192,0.00688793142999722,0.420429109560074,-0.153602652999699,0.129474621549421,0.0381583096814886,0.222660996354799,-0.0873291925465839,0.126854498434735,0.0991665660103878,0.175934065934066,0.00355106999345844,0.0655554520905113,0.0422092108712751,0.164095254066745,-0.0584167687099331,-0.00382496940024479,0.072953463369682,0.169267105639851,-0.0723511048540124,0.0859782250082481,0.0357880665937538,0.210946207543849,-0.0888921183936443,0.0646533390046788,0.118507790651219,0.0710362995043978,-0.037477071869268,0.0914288189180996,0.125833333333333,0.114236368122379,0.0261225483993419,0.108721846799285,0.11209537231761,0.0759211923892063,0.0171779576786117,0.101641054103403,0.1025493562586,0.0817444591090837,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Original Other Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554,1596,1833,1924,1880,1834,2024,2381,2367,2487,2760,3795,3206.68687000988,3417.01985082344,3976.97645756872,5366.31682159797,4683.11019926654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DCLK Licensing Rev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,139,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Organic Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,238,191,457,487,653,736,1414,839.686870009877,930.019850823441,1216.97645756872,1571.31682159797,1476.42332925666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12070,26070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Other Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688,1670,1629,1752,2100,2071,2172,2433,3403,2944.68687000988,3190.01985082344,3729.97645756872,5105.31682159797,4403.11019926654,4493.47016813762,4524.41963259584,6480,5445,6180,6429,7878,7212,8131,8922,10505,10541,11251,11744,13702,12632,12829,13763,16111,14867,16173,16750,19986,18313,19659,22009,23588,22639,24827,28027,31242,31892,35392,39392,42392,42792,47192,52092,56392,,,,,,,,,,,,,,,,,,4435,6050,7151,10079,14970,19901,25932,34770,47238,55335,67776,83569,106735,149068,198468,254968,319168,389668,464668,546468,634268,727068,823568,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18,-41,123,348,-29,101,261,970,-458.313129990123,245.332980813564,539.956606745281,1375.34036402925,-702.20662233143,90.359968871082,30.9494644582201,1955.58036740416,-1035,735,249,1449,-666,919,791,1583,36,710,493,1958,-1070,197,934,2348,-1244,1306,577,3236,-1673,1346,2350,1579,-949,2188,3200,3215,650,3500,4000,3000,400,4400,4900,4300,,,,,,,,,,,,,,,,,,,1615,1101,2928,4891,4931,6031,8838,12468,8097,12441,15793,23166,42333,49400,56500,64200,70500,75000,81800,87800,92800,96500,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.244075829383886,0.240119760479042,0.333333333333333,0.388698630136986,0.62047619047619,0.421867151139487,0.468701588776906,0.533077047911517,0.500240029855412,0.495272806120731,0.40860257248171,0.212988790697343,0.269265008703565,0.23662587434378,0.375329037192959,0.420955729588554,0.215740740740741,0.324517906336088,0.315695792880259,0.387774148390107,0.333460269103834,0.46159179145868,0.383716640019678,0.316296794440708,0.304331270823417,0.198368276254625,0.1402541996267,0.17191757493188,0.175813749817545,0.176931602279924,0.260659443448437,0.217031170529681,0.240518900130346,0.231788524920966,0.21554442589501,0.313970149253731,0.180226158310818,0.236225632064654,0.262882140495447,0.273433595347358,0.324487027302018,0.408719466407527,0.425544769807065,0.405501837513826,0.356891364189232,0.341778502445755,0.333408679927667,0.322400487408611,0.330250990752972,,,,,,,,,,,,,,,,,,,0.364148816234498,0.18198347107438,0.409453223325409,0.485266395475742,0.32939211756847,0.303050097985026,0.340814437760296,0.358584987057808,0.171408611710911,0.224830577392247,0.233017587346553,0.27720805561871,0.396617791727175,0.3313923846835,0.284680653808171,0.251796303849895,0.220886805694807,0.192471539874971,0.176039667031085,0.160668145252787,0.146310392452402,0.132724862048667,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two-year % change ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,0.864552019860077,0.661986911618528,0.80203492211024,0.921775678048504,1.1207162203316,0.917139957260217,0.877304161258617,0.74606583860886,0.769505038558977,0.731898680464511,0.78393160967467,0.633944520285896,0.485005749444305,0.561143780679868,0.691024830073218,0.808729877978661,0.549201009844574,0.786109697794768,0.699412432899937,0.704070942830816,0.637791539927251,0.659960067713305,0.523970839646378,0.488214369372589,0.480145020640962,0.375299878534549,0.400913643075137,0.388948745461561,0.416332649947891,0.40872012720089,0.476203869343447,0.531001319783412,0.420745058441163,0.46801415698562,0.478426566390457,0.587403744601089,0.504713185612836,0.644945098472181,0.688426910302512,0.678935432861184,0.68137839149125,0.750497968853281,0.758953449734732,0.727902324922437,0.687142354942205,,,,,,,,,,,,,,,,,,,,0.546132287308879,0.591436694399789,0.894719618801151,0.814658513044212,0.632442215553496,0.643864535745322,0.699399424818105,0.529993598768719,0.396239189103158,0.457848164738801,0.510225642965264,0.673825847345885,0.728010176410675,0.616073038491671,0.536476957658066,0.472683109544702,0.413358345569777,0.368511206906055,0.336707812283872,0.306978537705189,0.279035254501069,,,,,,,,,,,,,,,,,,,,,,,,,,,
