,,,,,,,,Period-End Date,,,,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,,,,,,,,,,,
,,,,,,,,Morgan Stanley | Google DCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(USD millions),,,,2009-12-31 00:00:00,2010-12-31 00:00:00,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,TY - 2030,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Core Discounted cash flow analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Other Bets EBITDA Loss*,,,,,,,,,,-2902.5,-2772.9,-4790.7,-7149.6,-5916.6,-3574.2456,-4312.2753,-3635.644311,-3178.2279879,-2941.54453575,-5623.29227824425,-4359.3431112,-3818.6859204,-2673.12336336,-1500.750504774,127.64699834715,1412.3210026634,2708.08032963863,3967.7901865614,5119.92909186572,5723.62108958534,11460.4016240269,15704.7382939091,20984.5723378386,27418.543373005,35114.5786982832,39020.1792218629
,,,,,,,,Other Bets Capex,,,,,,,,,,-959.4,-692.1,-508.5,288.9,679.5,-907.2,-756,-801,-1530,-2430,-2655,-2880,-3780,-4005,-4230,-4230,-4230,-4230,-4230,-4230,-4230,,,,,,
,,,,,,,,Other Bets SBC,,,,,,,,,,-585.2,-707.4,-459.9,-538.2,-548.1,-687.2544,-505.4247,-559.975689,-673.7720121,-581.05546425,-458.45772175575,-617.6568888,-978.3140796,-1280.12663664,-1631.249495226,-2134.64699834715,-2429.3210026634,-2735.08032963863,-3004.7901865614,-3166.92909186572,-3230.62108958534,,,,,,
,,,,,,,,Unlevered free cash flow,,,,,,,,,,-4447.1,-4172.4,-5759.1,-7398.9,-5785.2,-5168.7,-5573.7,-4996.62,-5382,-5952.6,-8736.75,-7857,-8577,-7958.25,-7362,-6237,-5247,-4257,-3267,-2277,-1737,-1489.85221112349,-471.142148817272,629.537170135157,1919.29803611035,2809.16629586266,8584.43942880984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Adj. EBITDA Margin,,,,,,,,,,-6.47879464285714,-3.42333333333333,-10.0433962264151,-12.0161344537815,-8.97814871016692,-5.44025205479452,-5.72679322709163,-3.40416133988764,-2.08135428153242,-1.76044989736101,-3.55134556726652,-1.77368259704519,-0.866356567195253,-0.423028645668363,-0.170620393485036,0.0101576657292795,0.0893729142741765,0.135948420958286,0.156743632765582,0.16024820909943,0.140463041014092,0.22441690102844,0.24941690102844,0.27441690102844,0.299416901028441,0.324416901028441,0.35
,,,,,,,,UFCF / Adj. EBITDA,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.13,-0.03,0.03,0.07,0.08,0.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NPV Calculations,,,,,,,,,,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,2026-12-31 00:00:00,2027-12-31 00:00:00,2028-12-31 00:00:00,2029-12-31 00:00:00,2030-12-31 00:00:00,2031-12-31 00:00:00,2032-12-31 00:00:00,2033-12-31 00:00:00,2034-12-31 00:00:00,2035-12-31 00:00:00,2036-12-31 00:00:00,2037-12-31 00:00:00,2038-12-31 00:00:00,2039-12-31 00:00:00,2040-12-31 00:00:00,
,,,,,,,,Year for 1-year forward value,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
,,,,,,,,Discounted cash flows,,,,,,,,,,,,,,,,,,,,-8736.75,-7254.52276606265,-7312.05752960823,-6264.31895641964,-5350.62103164136,-4185.3927533551,-3251.04988120752,-2435.3888521556,-1725.70235927042,-1110.53406232555,-782.205321838512,-619.464228312837,-180.874396850907,223.150883095903,628.162123512932,848.904569050234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-Core Fair value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PV of FCF,,,-47508.6645633893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NPV of terminal value,,,48901.2830692386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Enterprise value,,,1392.61850584939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(-) Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(+) Cash & equivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equity value,,,1392.61850584939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Fully Diluted Shares,,,12088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equity fair value per share,,,0.115206693071591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DCF valuation assumptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cost of Equity,,,0.08663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cost of Debt,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Marginal Tax-Rate,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Long-Term Debt / Total Cap.,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WACC,,,0.0830485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Perpetual growth rate,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Net revenue,,,,,,,,43261,52505,60646,73479,89183,110093,131768,149749,212071,233881,256508,295118,342910,424923.065750791,512942.367719878,607888.928833484,713844.79632108,831094.646551515,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Adj. EBIT,,,,,,,,22469,25650,29626,36563,43476,45912,56806,67780,106531,110132,120452,150486,175128,248158.318824607,309172.537548053,377941.085995047,459456.964392064,551385.454284121,,,,,,,,,,,
,,,,,,,,(-) Cash taxes,,,,,,,,-2770.09674877882,-3491.75851450966,-3442.17590729862,-5243.91637766182,-12731.5883263619,-4467.29216332382,-5961.66679502485,-8127.61332482919,-22683.5,-17832,-21429.25,-29953.75,-39706.5,-43912.1979773321,-49658.6423387978,-56438.9531801135,-64491.5525566181,-73748.9208880295,,,,,,,,,,,
,,,,,,,,(+/-) Changes in working capital,,,,,,,,156,672,-409,3300,9246,4908,819,1827,-1523,-2235,-3845,-8406,618,-3551.39023758827,4426.73438695214,4374.12356006173,4036.17944100738,3925.15177685941,,,,,,,,,,,
,,,,,,,,(-) Capex,,,,,,,,-7358,-10959,-9915,-9972,-13130,-25100,-23548,-22281,-24640,-31485,-32251,-52535,-91447,-184955.84497189,-249859.017304858,-293609.783685794,-335059.999082199,-371068.041350865,,,,,,,,,,,
,,,,,,,,(-) Stock-based compensation,,,,,,,,-3127,-4175,-5203,-6703,-7679,-9353,-10794,-12859,-15376,-19362,-22460,-22785,-24953,-27780.7231408855,-30178.1413166897,-32452.6812574949,-35909.8403131577,-39368.8494728617,,,,,,,,,,,
,,,,,,,,Unlevered free cash flow,,,,,,,,9369.90325122118,7696.24148549034,10656.8240927014,17944.0836223382,19181.4116736381,11899.7078366762,17321.3332049751,26339.3866751708,42308.5,39218,40466.75,36806.25,19639.5,-12041.8375030884,-16096.5290253402,-186.208568293467,28031.7518810968,71124.7943492243,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Current Market Price ,,,622.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Fully Diluted Shares,,,12088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equity Value,,,7523087.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(+) Debt,,,46547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(-) Cash & equivalents,,,147722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Enterprise Value,,,7421912.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Current Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Gross Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Net Revenue,,,,,,,,,,,101.007263027532,83.2211596380476,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/EBITDA,,,,,,,,,,,202.98970762793,170.712868709173,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/FCF,,,,,,,,,,,301.127419118802,276.31418200802,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Scenario Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Gross Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/Net Revenue,,,,,,,,,,,63.9500010243347,52.6892134741721,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/EBITDA,,,,,,,,,,,128.517411735008,108.082209156019,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EV/FCF,,,,,,,,,,,190.650634260367,174.940808144011,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P/E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
