,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521643835616438,0.431904761904762,0.447667087011349,0.465570007651109,0.457328051854519,0.539075490522115,0.448896631823461,0.446358653093187,0.438349394613294,0.35609334485739,0.376352705410822,0.320158816098177,0.28053599037966,0.279636711281071,0.22466511357018,0.256596035543404,0.2844110544674,0.288382517743743,0.34978004993461,0.300587467362924,0.280551493628577,0.316710157533585,0.335065621421651,0.477540777917189,0.611154159869494,0.654056077510276,0.636777396582437,0.541398975317029,0.473898571085039,0.462302938647056,0.462854794308514,0.43428857258062,,,,,,,,,,,,,,,,,,,,,,,0.439349112426036,0.52757793764988,0.464341780668311,0.470709855272226,0.368322399250234,0.259056316590563,0.306485735009671,0.358000416387148,0.60673735627289,0.456789803049805,0.365431842439844,0.310617066073867,0.264024506162787,0.224420830238369,0.201978747214532,0.181780872493079,0.163602785243771,0.147242506719394,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150684931506849,0.132857142857143,0.0987810004203447,0.0623565416985463,0.0828231904933381,0.145327569005653,0.112369337979094,0.0563821456538762,0.143563133185075,0.078219533275713,0.110420841683367,0.0505323948745713,0.0781652637003951,0.0943275971956661,0.0650844496214327,0.019002050580998,0.0774081030319291,0.0473166479890426,0.0928545951729878,0.0415578764142732,0.0807395028201379,0.0972262491543443,0.0530256319915441,0.0255123379339188,0.111256117455139,0.112522019964768,0.165402124430956,0.118248980978261,0.140846717545658,0.100900338409025,0.097491720120837,0.0692790131394547,0.131871310781406,0.101315805046201,0.0760602069293181,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Other Bets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,162,155,172,135,148,178,196,198,192,182,181,440,193,209,226,288,285,297,657,495,365,388,400,450,373,344,370,545.786,572.482,603.934,640.473,979.683,1028.683,1073.683,1119.683,,,,,,,,,,,,,,,,,,,,,,477,595,659,657,753,1068,1527,1648,1537,2362.675,4201.732,5960.632,8207.582,11603.007,14416.83075,17956.8751875,22549.939621875,28123.222670625,35445.818938875,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,-8,-7,17,-37,13,30,18,2,-6,-10,-1,259,-247,16,17,62,-3,12,360,-162,-130,23,12,50,-77,-29,26,175.786,26.6959999999999,31.452,36.539,339.21,49,45,46,,,,,,,,,,,,,,,,,,,,,,477,118,64,-2,96,315,459,121,-111,825.675,1839.057,1758.9,2246.95,3395.425,2813.82375,3540.0444375,4593.064434375,5573.28304875,7322.59626825,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.205882352941177,-0.0864197530864198,0.148387096774194,0.13953488372093,0.466666666666667,0.297297297297297,0.0224719101123596,-0.076530612244898,1.22222222222222,0.00520833333333326,0.148351648351648,0.248618784530387,-0.345454545454545,0.476683937823834,0.421052631578947,1.9070796460177,0.71875,0.280701754385965,0.306397306397306,-0.39117199391172,-0.0909090909090909,0.021917808219178,-0.11340206185567,-0.075,0.212857777777778,0.534804289544236,0.755622093023256,0.731008108108108,0.794994741528731,0.796882696748544,0.777815125493846,0.748212649089033,,,,,,,,,,,,,,,,,,,,,,,0.247379454926625,0.107563025210084,-0.00303490136570561,0.146118721461187,0.418326693227092,0.429775280898876,0.0792403405370006,-0.0673543689320388,0.537199089134678,0.778379167680701,0.418613086222539,0.376965060080877,0.413693704187177,0.242508148965178,0.245549420596479,0.255783057264456,0.247152903387091,0.260375432574394,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0470588235294118,-0.0432098765432098,0.109677419354839,-0.215116279069768,0.0962962962962963,0.202702702702703,0.101123595505618,0.010204081632653,-0.0303030303030303,-0.0520833333333334,-0.00549450549450548,1.43093922651934,-0.561363636363636,0.0829015544041452,0.0813397129186604,0.274336283185841,-0.0104166666666666,0.0421052631578946,1.21212121212121,-0.246575342465753,-0.262626262626263,0.0630136986301371,0.0309278350515463,0.125,-0.171111111111111,-0.0777479892761395,0.0755813953488371,0.475097297297298,0.0489129439010894,0.0549397186287079,0.0605016442194015,0.529624199614972,0.0500161787027029,0.0437452548549941,0.0428431855584934,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Hedging Gains (Losses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,108,119,91,49,151,-22,-2,-109,-7,62,203,278,375,638,669,84,3,-1,150,72,102,17,20,260,-112,-207,-68,-50,-50,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,-169,-138,455,176,149,1960,236,211,-127,100,400,400,400,400,400,400,400,400,400,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36339,38944,40499,46075,41159,38297,46173,56898,55314,61880,65118,75325,68011,69685,69092,76048,69787,74604,76693,86310,80539,84742,88268,96469,90234,96428,102346,113828,109629.15839055,117258.962315188,122695.390880113,134459.096554829,127889.617011899,136436.50169869,144759.281940412,158477.61246467,,,,,,,,,,,,,,,,,,,,,,110855,136819,161857,182527,257637,282836,307394,350018,402836,484042.60814068,567563.013115671,659990.491713614,761262.369052504,871542.983667059,990965.1001939,1119926.16215119,1258509.73262744,1406729.68077991,1564846.11482466,,,,,,,,,,
,,,,,,,,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0257850547561982,,,,-0.00956344781128077,,,,,,,,,,0.0169608567655646,37027,0.425343472866792,4.4370394198618e-06,4.96420734292283e-11,5.26976853085238e-16,5.4225308844739e-21,5.09199177195347e-26,5.21205756329044e-31,5.09213639173146e-36,4.7459582127042e-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Operating Income:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, <-- Previous Disclosure /,/ New Disclosure -->,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, <-- Previous Disclosure /,/ New Disclosure -->,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13488,11548,9539,14453,19066,19546,22343,23973,25993,21973,21621,18883,20222,21973,23454,23937,26730,27897,29674,30856,32836,32682,33063,33527,40132,40488.6445591667,42066.1915896223,42773.8158197567,46072.7877212443,44939.4869357763,46116.5549613933,47653.3764257643,51495.7435390631,,,,,,,,,,,,,,,,,,,,,,,43137,48999,54606,88132,82699,96094,121263,139404,171401.43968979,190205.161861997,208752.879836791,228018.975834865,248545.913634631,271852.682787521,296913.054783792,323820.525546661,353196.739273612,385465.801005486,,,,,,,,,,
,,,,,,,,% GAAP Operating Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312236677623964,0.302319493167182,0.272612957617673,0.339487468583374,0.360599928129669,0.381921919574817,0.391522245781275,0.400323959655334,0.374538904899135,0.357447293076523,0.344058815104788,0.307655962331166,0.298092514519886,0.35462629718694,0.353835709436524,0.352087194422381,0.35027715532492,0.39627546237109,0.401390542149118,0.403293687099726,0.390467809831855,0.422991302547111,0.400554862314188,0.385137618894454,0.418643466649976,0.452991302547111,0.446554862314188,0.440137618894454,0.432643466649976,0.459991302547111,0.450554862314188,0.444137618894454,0.435643466649976,,,,,,,,,,,,,,,,,,,,,,,0.330490944194171,0.32273341017619,0.323811782844605,0.371036799717087,0.326192767662743,0.352582895176174,0.397674876201095,0.406756516233321,0.442604518155284,0.446961302598893,0.447961302598893,0.449961302598893,0.452961302598893,0.456461302598893,0.460961302598893,0.465961302598893,0.471461302598893,0.477461302598893,,,,,,,,,,
,,,,,,,,Y/Y Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.632505057052,796.024264076358,1189.09288163602,608.364910719592,139.389767694662,-244.746264982947,-474.634306764864,-926.679973241673,-764.463903792498,-28.2099588958246,97.7689433173584,444.312320912147,521.846408050348,416.491651841499,475.54832712594,512.064926773445,401.906545069344,267.158401760211,-8.35679834930325,-181.560682052716,281.756568181212,300,460,550,140,70,40,40,30,,,,,,,,,,,,,,,,,,,,,,,3304.90944194171,-77.5753401798152,10.7837266841554,472.25016872482,-448.440320543438,263.901275134307,450.919810249213,90.8164003222567,358.480019219626,43.5678444360937,10,20,30,35,45,50,55,60,,,,,,,,,,
,,,,,,,,Q/Q Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.1718445678253,-297.065355495084,668.745109657013,211.124595462948,213.219914451481,96.0032620645734,88.0171387405898,-257.850547561982,-170.916118226128,-133.884779717344,-364.028527736219,-95.6344781128077,565.337826670546,-7.90587750416072,-17.4851501414303,-18.1003909746069,459.983070461697,51.15079778028,19.0314495060745,-128.258772678707,325.234927152564,-224.364402329235,-154.172434197338,335.058477555221,343.478358971352,-64.3644023292345,-64.1724341973382,-74.9415224447791,273.478358971352,-94.3644023292345,-64.1724341973382,-84.9415224447792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1940,-2009,4914,4613,480,2797,1630,2020,-4020,-352,-2738,1339,1751,1481,483,2793,1167,1777,1182,1980,-154,381,464,6605,356.644559166714,1577.54703045553,707.624230134432,3298.97190148761,-1133.30078546797,1177.06802561698,1536.821464371,3842.36711329878,,,,,,,,,,,,,,,,,,,,,,,43137,5862,5607,33526,-5433,13395,25169,18141,31997.4396897899,18803.7221722071,18547.7179747943,19266.0959980736,20526.9377997664,23306.7691528903,25060.3719962704,26907.4707628695,29376.2137269509,32269.0617318741,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413552787663108,0.692587461032213,1.3422790648915,0.658686777831592,0.36331689919228,0.124168627852246,-0.0323143713914873,-0.212322195803612,-0.222021313430539,0,0.0847786873872625,0.267648149128846,0.321827712392444,0.269603604423611,0.26519996589068,0.289050424029745,0.228432472876917,0.171523819765566,0.11420772393341,0.0865633912367125,0.222195151662809,0.238866793928362,0.272304134217169,0.27580206459739,0.148031190103765,0.109928164429054,0.0962854781646141,0.114078216135064,0.117704095758856,,,,,,,,,,,,,,,,,,,,,,,,0.135892621183671,0.114430906753199,0.613961835695711,-0.0616461671129669,0.161972938004087,0.26192061939351,0.149600455208926,0.229530283849746,0.109705742298541,0.0975142724478295,0.0922914022222656,0.0900229365762626,0.0937724898070615,0.0921836479202871,0.0906240743858946,0.0907175778229594,0.0913628528911081,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.143831553973903,-0.173969518531347,0.515148338400252,0.319172490140455,0.0251757054442463,0.143098332139568,0.0729534977397843,0.084261460810078,-0.154657023044666,-0.0160196604924225,-0.126636140789048,0.0709103426362336,0.0865888636138859,0.0674009011059027,0.0205935021744692,0.116681288382003,0.0436588103254769,0.0636986055848299,0.0398328503066658,0.0641690432978999,-0.00468997441832131,0.0116577932807049,0.0140338142334331,0.197005398633937,0.00888678758015327,0.0389627029413207,0.0168216851441576,0.077125966862275,-0.0245980510735496,0.0261922889172976,0.0333247239664272,0.0806315816736412,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
,,,,,,,,% Incremental Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576537467700258,0.61617873651772,0.579996376155101,0.549939344925192,0.419132328916319,0.235768408781815,-0.1250432975407,-3.40924313462827,3.69462227912932,0,0.532229965156794,0.764714782871842,0.768086864156733,0.702145312314804,0.813816564176371,0.811708118254341,0.784530386740332,0.69691232158462,0.393383633197911,0.253367482451148,0.619986403806934,0.644292139140633,0.772234736720383,0.912740933478314,0.558904032023787,0.535229673393091,0.49676947048375,0.482582675739159,0.462914414569875,,,,,,,,,,,,,,,,,,,,,,,,0.275198347495423,0.333551457465794,0.486631637007577,-0.339583723982749,0.704443860110439,0.77713280019761,0.480034928951338,0.718471771533006,0.491018707093248,0.458480503845547,0.472835082860348,0.489191600520532,0.497451729479884,0.516161448099286,0.529315693975976,0.541980069425918,0.554732813101174,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Services (OLD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13488,11548,9539,14453,19066,19546,22343,23973,25993,22920,22770,19781,21101,22606.6369609578,23487.6294858452,23950.573792463,26025.8554134851,25156.914029672,26454.6214650308,27313.0639029115,29184.8104276659,27031.0175366996,29826.3398949253,31485.5636769083,33844.0651102922,31806.3340977737,34604.3111135719,35732.8456631642,38235.7044143744,,,,,,,,,,,,,,,,,,,,,,,,,,,43137,48999,54606,91855,86572,96070.6956527511,108109.40982528,122186.986218825,138645.649968277,152675.317558593,167189.282448005,181807.704111322,196862.041050908,213671.262035082,231090.06900455,249327.957806062,268773.898647555,289643.72999164,,,,,,,,,,
,,,,,,,,% GAAP Operating Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312236677623964,0.302319493167182,0.272612957617673,0.339487468583374,0.360599928129669,0.381921919574817,0.391522245781275,0.400323959655334,0.374538904899135,0.372852680895367,0.36234305628491,0.32228685012301,0.311049854064094,0.364852680895367,0.35434305628491,0.35228685012301,0.341049854064094,0.357352680895367,0.35784305628491,0.35698685012301,0.347049854064094,0.349852680895367,0.36134305628491,0.36168685012301,0.353049854064094,0.355852680895367,0.36734305628491,0.36768685012301,0.359049854064094,,,,,,,,,,,,,,,,,,,,,,,,,,,0.330490944194171,0.32273341017619,0.323811782844605,0.386710675328065,0.341469186835379,0.352497388128666,0.35453845087489,0.356520278065322,0.358020278065322,0.358770278065322,0.358770278065322,0.358770278065322,0.358770278065322,0.358770278065322,0.358770278065322,0.358770278065322,0.358770278065322,0.358770278065322,,,,,,,,,,
,,,,,,,,Y/Y Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.632505057052,796.024264076358,1189.09288163602,608.364910719592,139.389767694662,-90.6923867945031,-291.791894963651,-780.371095323234,-634.890508350416,-80,-80,300,300,-75,35,47,60,-75,35,47,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3304.90944194171,-77.5753401798152,10.7837266841554,628.9889248346,-452.414884926861,110.282012932871,20.4106274622395,19.8182719043222,15,7.5,0,0,0,0,0,0,0,0,,,,,,,,,,
,,,,,,,,Q/Q Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.1718445678253,-297.065355495084,668.745109657013,211.124595462948,213.219914451481,96.0032620645734,88.0171387405898,-257.850547561982,-16.8622400376844,-105.096246104575,-400.562061618993,-112.369960589164,538.028268312731,-105.096246104575,-20.5620616189933,-112.369960589164,163.028268312732,4.90375389542552,-8.56206161899353,-99.3699605891635,28.0282683127314,114.903753895426,3.43793838100626,-86.3699605891632,28.0282683127314,114.903753895426,3.43793838100626,-86.3699605891632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1940,-2009,4914,4613,480,2797,1630,2020,-3073,-150,-2989,1320,1505.63696095783,880.992524887395,462.944306617745,2075.28162102209,-868.94138381302,1297.70743535875,858.442437880716,1871.7465247544,-2153.79289096627,2795.32235822565,1659.22378198299,2358.50143338388,-2037.7310125185,2797.97701579819,1128.53454959238,2502.8587512102,,,,,,,,,,,,,,,,,,,,,,,,,,,43137,5862,5607,37249,-5283,9498.69565275108,12038.7141725292,14077.5763935451,16458.6637494513,14029.6675903163,14513.9648894118,14618.4216633171,15054.3369395866,16809.2209841736,17418.8069694676,18237.8888015124,19445.9408414927,20869.8313440853,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413552787663108,0.692587461032213,1.3422790648915,0.658686777831592,0.36331689919228,0.172618438555203,0.0191111310029988,-0.174863387978142,-0.188204516600623,-0.0136720348622237,0.0315164464578492,0.210786805139425,0.233394408487042,0.112810988786992,0.126321474075262,0.140392883259719,0.121377567192049,0.0744965580761268,0.127452907778379,0.152765716392294,0.159646563207054,0.176660629019631,0.160193011796915,0.13489617114179,0.129760987333249,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135892621183671,0.114430906753199,0.682141156649452,-0.0575145609928692,0.109720182654335,0.125310991980773,0.130216013724397,0.134700627773692,0.101190824187606,0.0950642521758094,0.0874363562620313,0.0828036249243254,0.0853857904471627,0.08152152424975,0.0789211275070127,0.0779934228499901,0.077648281507618,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.143831553973903,-0.173969518531347,0.515148338400252,0.319172490140455,0.0251757054442463,0.143098332139568,0.0729534977397843,0.084261460810078,-0.118224137267726,-0.00654450261780104,-0.13126921387791,0.0667307011778979,0.0713538202434876,0.0389705256208117,0.0197101332382963,0.0866485136850945,-0.0333876205030628,0.0515845239932105,0.0324496209108662,0.0685293503287587,-0.0737984197740265,0.103411658641059,0.0556294801114801,0.0749073911328329,-0.0602094046881743,0.0879691764287303,0.0326125420005765,0.070043644852789,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
,,,,,,,,% Incremental Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576537467700258,0.61617873651772,0.579996376155101,0.549939344925192,0.419132328916319,0.327763745871381,0.0739521995150675,-2.80776959142666,3.13188220230474,-0.640824210720179,0.208370930849369,0.630893295878797,0.581241049626468,0.302272972468201,0.388197301999943,0.394473264951729,0.405878840316182,0.272954195605533,0.391377647114857,0.395797739897247,0.395925788802367,0.394112848214071,0.409823039903109,0.41924357535034,0.413161524938585,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275198347495423,0.333551457465794,0.540671176009522,-0.330208138008626,0.499536978845705,0.371714396903979,0.372511349092247,0.369563484321765,0.366354553532343,0.358770278065322,0.358770278065322,0.358770278065322,0.358770278065323,0.358770278065322,0.358770278065322,0.358770278065323,0.358770278065322,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1194,-1730,-1426,-1208,-1243,-974,-591,-644,-890,-706,-590,-440,-186,191,395,266,864,900,1172,1947,2093,2177,2826,3594,5313,6725.89386919966,8599.09623021428,9514.60542540446,9519.82713736819,9965.18277583848,12533.6932493422,14726.779277833,15234.3319380611,,,,,,,,,,,,,,,,,,,,,,,-4348,-4645,-5607,-2282,-1922,1865,6112,13565,34359.4226621866,52459.9872410748,63833.2731214964,84206.3685874792,107278.439169719,130173.610956358,161507.842780667,201233.531662274,261534.215794865,323576.303552803,,,,,,,,,,
,,,,,,,,% GAAP Operating Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.456771231828615,-0.622974432841196,-0.474226804123711,-0.35075493612079,-0.32445836596189,-0.240672102792192,-0.127700950734659,-0.129058116232465,-0.160620826565602,-0.121285002576877,-0.0940089228808158,-0.064065230052417,-0.0254272043745728,0.0256238261336195,0.0491844104096626,0.0316252526453454,0.0939947780678851,0.0940045957802382,0.11326954672852,0.171496520743416,0.175073191133417,0.177569331158238,0.207428068115091,0.237118163224913,0.30078125,0.340504176339986,0.381590843263028,0.383519908507843,0.349643082575064,0.342286762550032,0.380352998596969,0.405792194302294,0.390106111257132,,,,,,,,,,,,,,,,,,,,,,,-0.0317792119515564,-0.520856694326082,-0.429359062715369,-0.11881703634281,-0.0731354642313546,0.0563648452611219,0.141386569201231,0.231070607273656,0.364272070604859,0.381778356705549,0.340220290464256,0.342438209071693,0.345139154316854,0.342037739252419,0.353059500745906,0.372235405439685,0.415758457142269,0.44836743005074,,,,,,,,,,
,,,,,,,,Y/Y Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.12865866725,3823.02330049004,3465.25853389053,2216.96819888325,1638.37539396288,1193.87100215315,336.920278538428,649.928861800479,1351.93622191029,1469.08828710496,1431.93333290478,956.904826977624,1194.21982442458,683.807696466186,640.851363188578,1398.7126809807,810.784130655319,835.64735378,941.585213865707,656.216424814967,1257.08058866583,1629.34845181748,1741.62775147937,1464.0174528293,488.618325750641,17.8258621004573,-12.3784466605875,222.722857944512,404.63028682068,,,,,,,,,,,,,,,,,,,,,,,-317.792119515564,-4890.77482374526,914.976316107133,3105.42026372559,456.815721114549,1295.00309492476,850.217239401088,896.840380724258,1332.01463331203,175.062861006901,-415.58066241293,22.1791860743681,27.0094524516096,-31.0141506443484,110.217614934874,191.759046937782,435.230517025841,326.089729084716,,,,,,,,,,
,,,,,,,,Q/Q Change in bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1662.0320101258,1487.47628717484,1234.71868002922,262.965701588999,837.862631696981,1129.71152057533,-13.5716549780635,-315.627103331369,393.35823988725,272.76079696061,299.436928283988,386.380256778442,510.510305081923,235.60584276043,-175.591577643172,623.695254225397,0.0981771235303297,192.649509482822,582.269740148955,35.7667039000115,24.9614002482118,298.587369568528,296.900951098216,636.630867750874,397.229263399859,410.866669230423,19.2906524481445,-338.768259327785,-73.5632002503245,380.662360469378,254.391957053244,-156.860830451617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
